編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPTPMLTLLHMFFCA58CA,17,76.80,住家用,鋼筋混凝土造,87年5月6日,009,五層
RPTPMLTLLHMFFCA58CA,17,13.91,共有部分,鋼筋混凝土造,87年5月6日,010,
RPTPMLTLLHMFFCA58CA,17,26.57,共有部分,鋼筋混凝土造,87年5月6日,010,
RPSPMLTLLHMFFCA48CA,17,82.98,住家用,鋼筋混凝土造,87年5月6日,008,五層
RPSPMLTLLHMFFCA48CA,17,15.05,共有部分,鋼筋混凝土造,87年5月6日,010,
RPSPMLTLLHMFFCA48CA,17,28.74,共有部分,鋼筋混凝土造,87年5月6日,010,
RPPNMLLLLHMFFFA47CA,,18.57,見使用執照,鋼筋混凝土造,,013,停車場 見使用執照
RPPNMLLLLHMFFFA47CA,28,1.13,共有部分,鋼筋混凝土造,77年5月11日,013,
RPROMLRKLHMFFFA28CA,27,155.83,住家用,鋼筋混凝土造,78年2月21日,025,十八層
RPROMLRKLHMFFFA28CA,27,33.69,共有部分,鋼筋混凝土造,78年2月21日,025,
RPROMLRKLHMFFFA28CA,27,32.13,見使用執照,鋼筋混凝土造,78年2月21日,025,地下三層
RPROMLRKLHMFFFA28CA,27,.96,共有部分,鋼筋混凝土造,78年2月21日,025,
RPXQMLPLJILFFCA48CA,,40.40,住家用,鋼筋混凝土造,105年2月26日,006,四層
RPXQMLPLJILFFCA48CA,,7.32,見其他登記事項,鋼筋混凝土造,105年2月26日,006,
RPXQMLPLJILFFCA48CA,,29.11,見其他登記事項,鋼筋混凝土造,105年2月26日,006,
RPRRMLPLJILFFCA97CA,,61.13,住家用,鋼筋混凝土造,105年2月26日,006,五層
RPRRMLPLJILFFCA97CA,,7.32,見其他登記事項,鋼筋混凝土造,105年2月26日,006,
RPRRMLPLJILFFCA97CA,,44.08,見其他登記事項,鋼筋混凝土造,105年2月26日,006,
RPVQMLPLJILFFCA28CA,,40.40,住家用,鋼筋混凝土造,105年2月26日,006,四層
RPVQMLPLJILFFCA28CA,,7.32,見其他登記事項,鋼筋混凝土造,105年2月26日,006,
RPVQMLPLJILFFCA28CA,,29.11,見其他登記事項,鋼筋混凝土造,105年2月26日,006,
RPQNMLNJJHMFFEA27CA,,381.75,住家用,見其他登記事項,105年9月20日,038,二十九層
RPQNMLNJJHMFFEA27CA,,78.97,見其他登記事項,見其他登記事項,105年9月20日,038,
RPQNMLNJJHMFFEA27CA,,85.80,見其他登記事項,見其他登記事項,105年9月20日,038,
RPQNMLNJJHMFFEA27CA,,8.02,見其他登記事項,見其他登記事項,105年9月20日,038,
RPQNMLNJJHMFFEA27CA,,14.94,見其他登記事項,見其他登記事項,105年9月20日,038,
RPQNMLNJJHMFFEA27CA,,129.18,見其他登記事項,見其他登記事項,105年9月20日,038,
RPTNMLNJJHMFFEA57CA,,383.42,住家用,見其他登記事項,105年9月20日,038,二十九層
RPTNMLNJJHMFFEA57CA,,78.97,見其他登記事項,見其他登記事項,105年9月20日,038,
RPTNMLNJJHMFFEA57CA,,86.41,見其他登記事項,見其他登記事項,105年9月20日,038,
RPTNMLNJJHMFFEA57CA,,8.02,見其他登記事項,見其他登記事項,105年9月20日,038,
RPTNMLNJJHMFFEA57CA,,14.94,見其他登記事項,見其他登記事項,105年9月20日,038,
RPTNMLNJJHMFFEA57CA,,129.18,見其他登記事項,見其他登記事項,105年9月20日,038,
RPSNMLLLLHMFFCA47CA,4,398.13,住家用,鋼骨鋼筋混凝土造,102年1月2日,016,十五層
RPSNMLLLLHMFFCA47CA,4,12.80,見其他登記事項,鋼骨鋼筋混凝土造,102年1月2日,016,
RPSNMLLLLHMFFCA47CA,4,79.70,見其他登記事項,鋼骨鋼筋混凝土造,102年1月2日,016,
RPSNMLLLLHMFFCA47CA,4,120.17,見其他登記事項,鋼骨鋼筋混凝土造,102年1月2日,016,
RPSNMLLLLHMFFCA47CA,4,35.95,見其他登記事項,鋼骨鋼筋混凝土造,102年1月2日,016,
RPSNMLLLLHMFFCA47CA,4,228.71,見其他登記事項,鋼骨鋼筋混凝土造,102年1月2日,016,
RPXOMLQJJHMFFEA38CA,,655.60,住家用,見其他登記事項,105年9月20日,038,三十七層 三十八層
RPXOMLQJJHMFFEA38CA,,129.53,見其他登記事項,見其他登記事項,105年9月20日,038,
RPXOMLQJJHMFFEA38CA,,142.79,見其他登記事項,見其他登記事項,105年9月20日,038,
RPXOMLQJJHMFFEA38CA,,14.56,見其他登記事項,見其他登記事項,105年9月20日,038,
RPXOMLQJJHMFFEA38CA,,27.21,見其他登記事項,見其他登記事項,105年9月20日,038,
RPXOMLQJJHMFFEA38CA,,169.57,見其他登記事項,見其他登記事項,105年9月20日,038,
RPSNMLRKLHMFFFA28CA,7,177.97,住家用,鋼骨鋼筋混凝土造,98年9月10日,013,十二層
RPSNMLRKLHMFFFA28CA,7,66.49,共有部分,鋼骨鋼筋混凝土造,98年9月10日,013,
RPSNMLRKLHMFFFA28CA,7,14.19,共有部分,鋼骨鋼筋混凝土造,98年9月10日,013,
RPSNMLRKLHMFFFA28CA,7,109.80,停車空間,鋼骨鋼筋混凝土造,98年9月10日,013,地下二層
RPSNMLRKLHMFFFA28CA,7,32.78,共有部分,鋼骨鋼筋混凝土造,98年9月10日,013,
RPPNMLLMKILFFFA57DA,35,51.26,見使用執照,鋼筋混凝土造,70年12月31日,012,五層
RPPNMLLMKILFFFA57DA,35,18.34,共有部分,鋼筋混凝土造,70年12月31日,012,
RPVNMLKKJHMFFFA77DA,38,95.93,住家用,鋼筋混凝土造,67年10月17日,005,五層
RPQNMLLLLHMFFFA67DA,34,152.52,住家用,鋼筋混凝土造,71年9月30日,007,五層
RPQNMLLLLHMFFFA67DA,34,17.17,共有部分,鋼筋混凝土造,71年9月30日,007,
RPUPMLQJLHMFFCA18CA,1,299.56,住家用,鋼筋混凝土造,104年12月25日,011,十層
RPUPMLQJLHMFFCA18CA,1,163.72,見其他登記事項,鋼筋混凝土造,104年12月25日,011,
RPUPMLQJLHMFFCA18CA,1,45.88,見其他登記事項,鋼筋混凝土造,104年12月25日,011,
RPPOMLRLLHMFFDA97CA,4,14.43,見其他登記事項,見其他登記事項,101年9月3日,015,一層
RPPOMLRLLHMFFDA97CA,4,4.71,見其他登記事項,見其他登記事項,101年9月3日,015,
RPPOMLRLLHMFFDA97CA,4,7.53,見其他登記事項,見其他登記事項,101年9月3日,015,一層
RPPOMLRLLHMFFDA97CA,4,2.47,見其他登記事項,見其他登記事項,101年9月3日,015,
RPPOMLRLLHMFFDA97CA,4,31.66,見其他登記事項,見其他登記事項,101年9月3日,015,
RPPOMLRLLHMFFDA97CA,4,581.77,住家用,見其他登記事項,101年9月3日,015,三層
RPPOMLRLLHMFFDA97CA,4,189.19,見其他登記事項,見其他登記事項,101年9月3日,015,
RPPOMLRLLHMFFDA97CA,4,261.93,見其他登記事項,見其他登記事項,101年9月3日,015,
RPPOMLRLLHMFFDA97CA,4,94.13,見其他登記事項,見其他登記事項,101年9月3日,015,
RPPOMLRLLHMFFDA97CA,4,581.77,住家用,見其他登記事項,101年9月3日,015,三層
RPPOMLRLLHMFFDA97CA,4,189.19,見其他登記事項,見其他登記事項,101年9月3日,015,
RPPOMLRLLHMFFDA97CA,4,261.93,見其他登記事項,見其他登記事項,101年9月3日,015,
RPPOMLRLLHMFFDA97CA,4,94.13,見其他登記事項,見其他登記事項,101年9月3日,015,
RPVNMLRKLHMFFFA58CA,32,11.62,住家用,鋼筋混凝土造,74年1月25日,005,一層
RPVNMLRKLHMFFFA58CA,32,9.07,共有部分,鋼筋混凝土造,74年1月25日,005,
RPTNMLLLLHMFFBA57DA,38,9.41,商業用,鋼筋混凝土造,68年2月6日,009,五層
RPTNMLLLLHMFFBA57DA,38,1.69,共有部分,鋼筋混凝土造,68年2月6日,009,
RPTNMLLLLHMFFBA57DA,38,.66,共有部分,鋼筋混凝土造,68年2月6日,009,
RPUNMLNLLHMFFDA97CA,43,77.52,住家用,鋼筋混凝土造,63年1月22日,004,三層 陽台
RPRPMLKLLHMFFDA57CA,33,39.49,見使用執照,鋼筋混凝土造,73年2月17日,014,地下一層
RPRPMLKLLHMFFDA57CA,33,1.67,共有部分,鋼筋混凝土造,73年2月17日,014,
RPXNMLLLLHMFFDA08CA,6,.17,見其他登記事項,鋼骨鋼筋混凝土造,99年8月31日,015,一層
RPXNMLLLLHMFFDA08CA,6,.03,見其他登記事項,鋼骨鋼筋混凝土造,99年8月31日,015,
RPXNMLLLLHMFFDA08CA,6,4.57,見其他登記事項,鋼骨鋼筋混凝土造,99年8月31日,015,
RPPOMLMLLHMFFCA37CA,23,33.58,見使用執照,鋼筋混凝土造,82年7月29日,010,地下二層
RPPOMLMLLHMFFCA37CA,23,4.76,共有部分,鋼筋混凝土造,82年7月29日,010,
RPPOMLMLLHMFFCA37CA,23,51.29,住家用,鋼筋混凝土造,82年7月29日,008,八層
RPPOMLMLLHMFFCA37CA,23,17.20,共有部分,鋼筋混凝土造,82年7月29日,010,
RPUOMLLLLHMFFAA57CA,,65.59,,鋼筋混凝土造,,004,一層 平台
RPQNMLNLLHMFFEA67CA,1,32.74,見其他登記事項,鋼筋混凝土造,104年8月28日,019,九層
RPQNMLNLLHMFFEA67CA,1,36.91,見其他登記事項,鋼筋混凝土造,104年8月28日,019,
RPQNMLNLLHMFFEA67CA,1,16.55,見其他登記事項,鋼筋混凝土造,104年8月28日,019,
RPUOMLQJLHMFFEA28CA,39,135.07,住家用,鋼筋混凝土造,66年8月4日,007,五層
RPPNMLSKKHMFFFA97CA,,188.17,住家用,見其他登記事項,105年1月11日,023,十六層
RPPNMLSKKHMFFFA97CA,,.74,見其他登記事項,見其他登記事項,105年1月11日,023,
RPPNMLSKKHMFFFA97CA,,132.77,見其他登記事項,見其他登記事項,105年1月11日,023,
RPQNMLSKKHMFFFA08CA,42,57.69,住家用,鋼筋混凝土造,63年9月4日,004,一層
RPTNMLSKKHMFFFA38CA,4,.15,見其他登記事項,鋼筋混凝土造,101年11月13日,013,一層
RPTNMLSKKHMFFFA38CA,4,.02,見其他登記事項,鋼筋混凝土造,101年11月13日,013,
RPTNMLSKKHMFFFA38CA,4,.05,見其他登記事項,鋼筋混凝土造,101年11月13日,013,
RPTNMLSKKHMFFFA38CA,4,126.57,見其他登記事項,鋼筋混凝土造,101年11月13日,013,
RPTNMLSKKHMFFFA38CA,4,283.26,住家用,鋼筋混凝土造,101年11月13日,013,十二層
RPTNMLSKKHMFFFA38CA,4,49.75,見其他登記事項,鋼筋混凝土造,101年11月13日,013,
RPTNMLSKKHMFFFA38CA,4,88.40,見其他登記事項,鋼筋混凝土造,101年11月13日,013,
RPPOMLPKKHMFFFA77CA,,135.08,住家用,鋼筋混凝土造,,007,五層 陽台
RPPNMLQKKHMFFFA77CA,,88.95,住家用,鋼筋混凝土造,,004,三層
RPRNMLTKKHMFFAA87DA,24,.31,共有部分,鋼筋混凝土造,82年7月2日,005,
RPRNMLTKKHMFFAA87DA,24,29.76,見使用執照,鋼筋混凝土造,82年7月2日,005,地下二層
RPSNMLLLKHMFFBA37DA,15,.35,見使用執照,鋼筋混凝土造,90年8月16日,014,一層
RPSNMLLLKHMFFBA37DA,15,8.53,共有部分,鋼筋混凝土造,90年8月16日,014,
RPSNMLLLKHMFFBA37DA,15,1.65,共有部分,鋼筋混凝土造,90年8月16日,014,
RPXNMLMJLHMFFBA87DA,13,134.14,住家用,鋼筋混凝土造,92年11月7日,014,五層
RPXNMLMJLHMFFBA87DA,13,36.29,共有部分,鋼筋混凝土造,92年11月7日,014,
RPXNMLMJLHMFFBA87DA,13,6.03,共有部分,鋼筋混凝土造,92年11月7日,014,
RPXNMLMJLHMFFBA87DA,13,57.67,共有部分,鋼筋混凝土造,92年11月7日,014,
RPPNMLSJLHMFFAA57DA,49,52.46,住家用,加強磚造,56年11月27日,002,一層 二層
RPORMLRKKHMFFCA97DA,8,107.37,住家用,鋼筋混凝土造,97年11月19日,013,八層
RPORMLRKKHMFFCA97DA,8,45.13,共有部分,鋼筋混凝土造,97年11月19日,013,
RPORMLRKKHMFFCA97DA,8,27.93,停車空間,鋼筋混凝土造,97年11月19日,013,地下三層
RPORMLRKKHMFFCA97DA,8,47.93,共有部分,鋼筋混凝土造,97年11月19日,013,
RPRNMLKLKHMFFCA27DA,8,29.25,商業用,鋼筋混凝土造,98年6月22日,014,八層
RPRNMLKLKHMFFCA27DA,8,5.89,共有部分,鋼筋混凝土造,98年6月22日,014,
RPRNMLKLKHMFFCA27DA,8,2.90,共有部分,鋼筋混凝土造,98年6月22日,014,
RPRNMLKLKHMFFCA27DA,8,7.47,共有部分,鋼筋混凝土造,98年6月22日,014,
RPRNMLKLKHMFFCA27DA,8,5.30,共有部分,鋼筋混凝土造,98年6月22日,014,
RPTOMLKLKHMFFCA57DA,33,98.04,住家用,鋼筋混凝土造,72年9月2日,005,四層
RPSQMLNLKHMFFCA97DA,6,202.44,住家用,見其他登記事項,100年6月16日,014,十一層
RPSQMLNLKHMFFCA97DA,6,33.99,見其他登記事項,見其他登記事項,100年6月16日,014,
RPSQMLNLKHMFFCA97DA,6,4.57,見其他登記事項,見其他登記事項,100年6月16日,014,
RPSQMLNLKHMFFCA97DA,6,50.69,見其他登記事項,見其他登記事項,100年6月16日,014,
RPSQMLNLKHMFFCA97DA,6,27.94,見其他登記事項,鋼筋混凝土造,100年6月16日,014,
RPSQMLNLKHMFFCA97DA,6,62.14,見其他登記事項,見其他登記事項,100年6月16日,014,
RPSNMLQKKHMFFEA97CA,40,86.37,住家用,鋼筋混凝土造,65年9月21日,004,四層 陽台
RPOPMLQKKHMFFEA77CA,10,331.80,住家用,鋼筋混凝土造,96年6月25日,005,三層
RPOPMLQKKHMFFEA77CA,10,102.34,共有部分,鋼筋混凝土造,96年6月25日,005,
RPOPMLQKKHMFFEA77CA,10,37.95,共有部分,鋼筋混凝土造,96年6月25日,005,
RPOPMLQKKHMFFEA77CA,10,24.89,共有部分,鋼筋混凝土造,96年6月25日,005,
RPOPMLQKKHMFFEA77CA,10,99.01,共有部分,鋼筋混凝土造,96年6月25日,005,
RPWNMLRKKHMFFEA48CA,14,158.48,住家用,鋼筋混凝土造,92年1月30日,009,二層
RPWNMLRKKHMFFEA48CA,14,88.00,共有部分,鋼筋混凝土造,92年1月30日,009,
RPWNMLRKKHMFFEA48CA,14,13.48,共有部分,鋼筋混凝土造,92年1月30日,009,
RPWNMLRKKHMFFEA48CA,14,40.83,共有部分,鋼筋混凝土造,92年1月30日,009,
RPPNMLOLKHMFFDA47CA,21,41.34,見使用執照,鋼筋混凝土造,84年11月29日,018,地下三層
RPPNMLOLKHMFFDA47CA,21,9.90,共有部分,鋼筋混凝土造,84年11月29日,018,
RPPNMLOLKHMFFDA47CA,21,2.94,共有部分,鋼筋混凝土造,84年11月29日,018,
RPPNMLOLKHMFFDA47CA,21,.34,共有部分,鋼筋混凝土造,84年11月29日,018,
RPPNMLOLKHMFFDA47CA,21,122.27,住家用,鋼筋混凝土造,84年11月29日,018,十八層 電梯樓梯間
RPVNMLNJLHMFFDA87CA,,93.26,見其他登記事項,鋼筋混凝土造,,007,二層
RPVNMLNJLHMFFDA87CA,,13.87,共有部分,鋼筋混凝土造,,007,
RPPNMLKLKHMFFEA17CA,48,30.48,住家用,加強磚造,58年6月16日,004,二層
RPSNMLKLKHMFFEA47CA,38,125.87,住家用,鋼筋混凝土造,67年10月17日,005,一層
RPSNMLKLKHMFFEA47CA,38,125.87,住家用,鋼筋混凝土造,67年10月17日,005,四層
RPSNMLKLKHMFFEA47CA,38,30.91,見使用執照,鋼筋混凝土造,67年10月17日,005,地下層
RPROMLLLKHMFFEA57CA,14,182.25,住家用,鋼骨鋼筋混凝土造,91年8月21日,014,四層
RPROMLLLKHMFFEA57CA,14,29.48,共有部分,鋼骨鋼筋混凝土造,91年8月21日,014,
RPROMLLLKHMFFEA57CA,14,10.03,共有部分,鋼骨鋼筋混凝土造,91年8月21日,014,
RPROMLLLKHMFFEA57CA,14,80.62,共有部分,鋼骨鋼筋混凝土造,91年8月21日,014,
RPVOMLNLKHMFFEA18CA,32,39.21,住家用,鋼筋混凝土造,73年9月26日,005,二層
RPVOMLNLKHMFFEA18CA,32,.70,共有部分,鋼筋混凝土造,73年9月26日,005,
RPVOMLNLKHMFFEA18CA,32,.44,共有部分,鋼筋混凝土造,73年9月26日,005,
RPRNMLRKKHMFFBA67CA,47,75.78,住家用,加強磚造,59年1月30日,004,四層
RPTNMLRKKHMFFBA87CA,10,50.44,住家用,鋼筋混凝土造,95年8月15日,009,八層
RPTNMLRKKHMFFBA87CA,10,11.08,共有部分,鋼筋混凝土造,95年8月15日,009,
RPTNMLRKKHMFFBA87CA,10,22.72,共有部分,鋼筋混凝土造,95年8月15日,009,
RPTNMLRKKHMFFBA87CA,10,20.20,共有部分,鋼筋混凝土造,95年8月15日,009,
RPTNMLRKKHMFFBA87CA,10,5.82,共有部分,鋼筋混凝土造,95年8月15日,009,
RPTNMLRKKHMFFBA87CA,10,3.51,共有部分,鋼筋混凝土造,95年8月15日,009,
RPRNMLMLKHMFFBA27CA,,58.46,住家用,鋼筋混凝土造,,010,九層
RPRNMLMLKHMFFBA27CA,,17.34,共有部分,鋼筋混凝土造,,010,
RPPPMLPKKHMFFAA37CA,16,23.42,住家用,鋼筋混凝土造,89年6月26日,010,九層
RPPPMLPKKHMFFAA37CA,16,4.47,共有部分,鋼筋混凝土造,89年6月26日,010,
RPPPMLPKKHMFFAA37CA,16,.46,共有部分,鋼筋混凝土造,89年6月26日,010,
RPPNMLQKKHMFFAA27CA,2,115.80,住家用,鋼筋混凝土造,104年3月18日,008,七層
RPPNMLQKKHMFFAA27CA,2,57.56,見其他登記事項,鋼筋混凝土造,104年3月18日,008,
RPPNMLQKKHMFFAA27CA,2,89.67,見其他登記事項,鋼筋混凝土造,104年3月18日,008,
RPQNMLQKKHMFFAA37CA,9,38.65,住家用,鋼筋混凝土造,96年10月23日,005,三層
RPQNMLQKKHMFFAA37CA,9,11.01,共有部分,鋼筋混凝土造,96年10月23日,005,
RPQNMLQKKHMFFAA37CA,9,21.85,共有部分,鋼筋混凝土造,96年10月23日,005,
RPWNMLQKKHMFFAA97CA,9,149.61,住家用,鋼骨鋼筋混凝土造,96年10月31日,021,十三層
RPWNMLQKKHMFFAA97CA,9,24.35,共有部分,鋼骨鋼筋混凝土造,96年10月31日,021,
RPWNMLQKKHMFFAA97CA,9,11.08,共有部分,鋼骨鋼筋混凝土造,96年10月31日,021,
RPWNMLQKKHMFFAA97CA,9,22.52,共有部分,鋼骨鋼筋混凝土造,96年10月31日,021,
RPWNMLQKKHMFFAA97CA,9,39.36,共有部分,鋼骨鋼筋混凝土造,96年10月31日,021,
RPPOMLQKKHMFFAA37CA,18,70.20,商業用,鋼筋混凝土造,87年10月6日,013,六層
RPPOMLQKKHMFFAA37CA,18,40.93,共有部分,鋼筋混凝土造,87年10月6日,013,
RPPOMLQKKHMFFAA37CA,18,12.36,共有部分,鋼筋混凝土造,87年10月6日,013,
RPPOMLQKKHMFFAA37CA,18,5.88,共有部分,鋼筋混凝土造,87年10月6日,013,
RPSPMLQKKHMFFAA77CA,2,2.45,見其他登記事項,鋼筋混凝土造,103年6月9日,026,二層
RPSPMLQKKHMFFAA77CA,2,1.00,見其他登記事項,鋼筋混凝土造,103年6月9日,026,
RPSPMLQKKHMFFAA77CA,2,128.61,住家用,鋼筋混凝土造,103年6月9日,026,九層
RPSPMLQKKHMFFAA77CA,2,52.74,見其他登記事項,鋼筋混凝土造,103年6月9日,026,
RPSPMLQKKHMFFAA77CA,2,43.81,見其他登記事項,鋼筋混凝土造,103年6月9日,026,
RPWNMLNJLHMFFAA67CA,30,3.26,見使用執照,鋼筋混凝土造,75年10月24日,009,防空避難室
RPWNMLNJLHMFFAA67CA,30,10.59,共有部分,鋼筋混凝土造,75年10月24日,009,
RPWNMLNJLHMFFAA67CA,30,135.97,商業用,鋼筋混凝土造,75年10月24日,009,六層
RPOOMLKLLHMFFAA86CA,3,102.34,住家用,鋼筋混凝土造,103年5月13日,011,六層
RPOOMLKLLHMFFAA86CA,3,36.12,見其他登記事項,鋼筋混凝土造,103年5月13日,011,
RPOOMLKLLHMFFAA86CA,3,20.17,見其他登記事項,鋼筋混凝土造,103年5月13日,011,
RPOOMLKLLHMFFAA86CA,3,21.44,見其他登記事項,鋼筋混凝土造,103年5月13日,011,
RPSPMLPKKHMFFDA97CA,28,105.07,見其他登記事項,鋼筋混凝土造,78年5月9日,007,四層
RPSPMLPKKHMFFDA97CA,28,36.88,共有部分,鋼筋混凝土造,78年5月9日,007,
RPRNMLQKKHMFFDA77CA,29,113.05,住家用,鋼筋混凝土造,76年12月17日,007,四層
RPRNMLQKKHMFFDA77CA,29,5.46,共有部分,鋼筋混凝土造,76年12月17日,007,
RPXOMLQKKHMFFDA48CA,44,34.16,住家用,鋼筋混凝土造,61年8月15日,004,四層 陽台
RPTOMLSKKHMFFDA28CA,5,75.97,住家用,鋼筋混凝土造,101年3月14日,011,五層
RPTOMLSKKHMFFDA28CA,5,22.69,見其他登記事項,鋼筋混凝土造,101年3月14日,011,
RPSNMLTKKHMFFDA18CA,24,76.48,商業用,鋼骨混凝土造,82年5月24日,030,二十八層
RPSNMLTKKHMFFDA18CA,24,21.60,共有部分,鋼骨混凝土造,82年5月24日,030,
RPSNMLTKKHMFFDA18CA,24,79.76,商業用,鋼骨混凝土造,82年5月24日,030,二十八層
RPSNMLTKKHMFFDA18CA,24,22.74,共有部分,鋼骨混凝土造,82年5月24日,030,
RPSNMLTKKHMFFDA18CA,24,40.33,見使用執照,見使用執照,82年5月24日,030,地下二層 地下三層 地下四層
RPSNMLTKKHMFFDA18CA,24,.02,共有部分,鋼骨混凝土造,82年5月24日,030,
RPSNMLNJLHMFFCA47CA,36,29.88,住家用,鋼筋混凝土造,70年1月22日,014,八層
RPSNMLNJLHMFFCA47CA,36,12.76,共有部分,鋼筋混凝土造,70年1月22日,014,
RPWPMLRJLHMFFCA48CA,3,142.62,見其他登記事項,鋼筋混凝土造,102年11月12日,014,三層
RPWPMLRJLHMFFCA48CA,3,36.23,見其他登記事項,鋼筋混凝土造,102年11月12日,014,
RPWPMLRJLHMFFCA48CA,3,21.26,見其他登記事項,鋼筋混凝土造,102年11月12日,014,
RPWPMLRJLHMFFCA48CA,3,.09,見其他登記事項,鋼筋混凝土造,102年11月12日,014,一層
RPWPMLRJLHMFFCA48CA,3,33.49,見其他登記事項,鋼筋混凝土造,102年11月12日,014,
RPOQMLSJLHMFFCA87CA,1,192.84,住家用,鋼筋混凝土造,105年5月24日,016,四層
RPOQMLSJLHMFFCA87CA,1,164.60,見其他登記事項,鋼筋混凝土造,105年5月24日,016,
RPVQMLSJLHMFFCA58CA,1,198.34,住家用,鋼筋混凝土造,104年10月15日,011,五層
RPVQMLSJLHMFFCA58CA,1,133.24,見其他登記事項,鋼筋混凝土造,104年10月15日,011,
RPVQMLSJLHMFFCA58CA,1,.62,見其他登記事項,鋼筋混凝土造,104年10月15日,011,一層
RPVQMLSJLHMFFCA58CA,1,.28,見其他登記事項,鋼筋混凝土造,104年10月15日,011,
RPVQMLSJLHMFFCA58CA,1,22.10,停車空間,鋼筋混凝土造,104年10月15日,011,地下一層 地下二層 地下三層
RPVQMLSJLHMFFCA58CA,1,14.94,見其他登記事項,鋼筋混凝土造,104年10月15日,011,
RPVOMLMJLHMFFCA77CA,7,91.06,住家用,鋼筋混凝土造,98年12月25日,007,一層
RPVOMLMJLHMFFCA77CA,7,94.78,見其他登記事項,鋼筋混凝土造,98年12月25日,007,
RPSOMLMJLHMFFCA47CA,40,18.59,住家用,鋼筋混凝土造,66年6月25日,007,六層
RPSOMLMJLHMFFCA47CA,40,3.86,共有部分,鋼筋混凝土造,66年6月25日,007,
RPVPMLMJLHMFFCA87CA,1,186.56,見其他登記事項,鋼筋混凝土造,104年8月28日,008,三層
RPVPMLMJLHMFFCA87CA,1,277.91,見其他登記事項,鋼筋混凝土造,104年8月28日,008,
RPVOMLPKKHMFFCA08CA,8,31.59,住家用,鋼筋混凝土造,97年8月13日,012,三層
RPVOMLPKKHMFFCA08CA,8,17.36,共有部分,鋼筋混凝土造,97年8月13日,012,
RPVOMLPKKHMFFCA08CA,8,.28,共有部分,鋼筋混凝土造,97年8月13日,012,
RPVOMLPKKHMFFCA08CA,8,.37,共有部分,鋼筋混凝土造,97年8月13日,012,
RPPNMLQKKHMFFCA47CA,12,88.44,住家用,鋼筋混凝土造,93年12月22日,014,八層
RPPNMLQKKHMFFCA47CA,12,2.52,共有部分,鋼筋混凝土造,93年12月22日,014,
RPPNMLQKKHMFFCA47CA,12,17.42,共有部分,鋼筋混凝土造,93年12月22日,014,
RPPNMLQKKHMFFCA47CA,12,7.98,共有部分,鋼筋混凝土造,93年12月22日,014,
RPPNMLQKKHMFFCA47CA,12,37.69,共有部分,鋼筋混凝土造,93年12月22日,014,
RPUNMLQKKHMFFCA97CA,38,81.27,住家用,鋼筋混凝土造,68年5月15日,012,二層
RPUNMLQKKHMFFCA97CA,38,81.27,住家用,鋼筋混凝土造,68年5月15日,012,三層
RPUNMLQKKHMFFCA97CA,38,7.29,共有部分,鋼筋混凝土造,68年5月15日,012,
RPUNMLQKKHMFFCA97CA,38,7.29,共有部分,鋼筋混凝土造,68年5月15日,012,
RPPPMLRKKHMFFCA77CA,18,89.49,住家用,鋼筋混凝土造,87年9月25日,014,十二層
RPPPMLRKKHMFFCA77CA,18,17.01,共有部分,鋼筋混凝土造,87年9月25日,014,
