編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPPPMLRKKHMFFCA77CA,18,12.73,共有部分,鋼筋混凝土造,87年9月25日,014,
RPPPMLRKKHMFFCA77CA,18,38.00,共有部分,鋼筋混凝土造,87年9月25日,014,
RPQQMLQKKHMFFCA87CA,29,125.97,住家用,鋼筋混凝土造,76年10月19日,005,二層
RPQQMLQKKHMFFCA87CA,29,12.71,共有部分,鋼筋混凝土造,76年10月19日,005,
RPOOMLKLKHMFFCA96CA,30,8.22,共有部分,鋼筋混凝土造,75年11月20日,005,
RPOOMLKLKHMFFCA96CA,30,107.82,住家用,鋼筋混凝土造,75年11月20日,005,三層
RPOOMLKLKHMFFCA96CA,30,7.73,見使用執照,鋼筋混凝土造,75年11月20日,005,地下層
RPOOMLKLKHMFFCA96CA,30,2.90,見使用執照,鋼筋混凝土造,75年11月20日,005,地下層
RPOPMLKLKHMFFDA27DA,32,136.55,住家用,鋼筋混凝土造,73年7月23日,012,七層
RPOPMLKLKHMFFDA27DA,32,24.99,共有部分,鋼筋混凝土造,73年7月23日,012,
RPOPMLKLKHMFFDA27DA,32,14.87,見使用執照,鋼筋混凝土造,73年7月23日,012,地下層
RPOPMLKLKHMFFDA27DA,32,.06,共有部分,鋼筋混凝土造,73年7月23日,012,
RPROMLLLKHMFFDA57DA,19,97.52,見其他登記事項,鋼筋混凝土造,86年7月28日,013,五層
RPROMLLLKHMFFDA57DA,19,58.25,共有部分,鋼筋混凝土造,86年7月28日,013,
RPWOMLSKKHMFFDA68DA,25,82.38,見其他登記事項,鋼筋混凝土造,81年4月13日,007,七層
RPWOMLSKKHMFFDA68DA,25,31.51,共有部分,鋼筋混凝土造,81年4月13日,007,
RPPPMLQKKHMFFEA97DA,15,35.80,停車空間,鋼筋混凝土造,90年11月23日,012,地下三層
RPPPMLQKKHMFFEA97DA,15,.97,共有部分,鋼筋混凝土造,90年11月23日,012,
RPPNMLTKKHMFFEA08DA,30,81.32,住家用,鋼筋混凝土造,76年3月27日,005,三層
RPPNMLTKKHMFFEA08DA,30,17.82,共有部分,鋼筋混凝土造,76年3月27日,005,
RPVNMLKLKHMFFEA87DA,44,78.65,住家用,鋼筋混凝土造,61年7月13日,004,四層
RPXNMLMLKHMFFEA28DA,8,27.50,住家用,鋼筋混凝土造,97年12月26日,014,十一層
RPXNMLMLKHMFFEA28DA,8,7.13,共有部分,鋼筋混凝土造,97年12月26日,014,
RPXNMLMLKHMFFEA28DA,8,7.34,共有部分,鋼筋混凝土造,97年12月26日,014,
RPSTMLTJLHMFFEA98DA,3,55.39,住家用,鋼筋混凝土造,103年1月15日,007,六層
RPSTMLTJLHMFFEA98DA,3,10.67,見其他登記事項,鋼筋混凝土造,103年1月15日,007,
RPSTMLTJLHMFFEA98DA,3,58.93,見其他登記事項,鋼筋混凝土造,103年1月15日,007,
RPPNMLTKKHMFFFA18DA,29,125.04,住家用,鋼筋混凝土造,76年11月5日,016,三層
RPPNMLTKKHMFFFA18DA,29,17.93,共有部分,鋼筋混凝土造,76年11月5日,016,
RPPNMLTKKHMFFFA18DA,29,18.02,共有部分,鋼筋混凝土造,76年11月5日,016,
RPPNMLTKKHMFFFA18DA,29,39.57,見使用執照,鋼筋混凝土造,76年11月5日,016,地下三層
RPPNMLTKKHMFFFA18DA,29,.35,共有部分,鋼筋混凝土造,76年11月5日,016,
RPVOMLKLKHMFFFA08DA,28,114.27,住家用,鋼筋混凝土造,78年2月21日,025,十三層
RPVOMLKLKHMFFFA08DA,28,23.99,共有部分,鋼筋混凝土造,78年2月21日,025,
RPSNMLKLKHMFFCA27CA,19,83.27,住家用,鋼筋混凝土造,87年5月6日,008,二層
RPSNMLKLKHMFFCA27CA,19,15.05,共有部分,鋼筋混凝土造,87年5月6日,010,
RPSNMLKLKHMFFCA27CA,19,28.74,共有部分,鋼筋混凝土造,87年5月6日,010,
RPRQMLQKKHMFFCA97CA,30,111.75,住家用,鋼筋混凝土造,75年11月25日,018,十四層
RPRQMLQKKHMFFCA97CA,30,22.09,共有部分,鋼筋混凝土造,75年11月25日,018,
RPRQMLQKKHMFFCA97CA,30,8.56,見使用執照,鋼筋混凝土造,75年11月25日,018,地下二層
RPPNMLRKKHMFFCA57CA,20,43.33,住家用,鋼筋混凝土造,86年1月16日,008,四層
RPPNMLRKKHMFFCA57CA,20,6.51,共有部分,鋼筋混凝土造,86年1月16日,008,
RPPNMLRKKHMFFCA57CA,20,4.54,共有部分,鋼筋混凝土造,86年1月16日,008,
RPPNMLRKKHMFFCA57CA,20,3.17,共有部分,鋼筋混凝土造,86年1月16日,008,
RPPQMLQKKHMFFCA77CA,24,53.86,住家用,鋼筋混凝土造,82年2月13日,005,二層
RPPQMLQKKHMFFCA77CA,24,4.91,共有部分,鋼筋混凝土造,82年2月13日,005,
RPVNMLMLKHMFFCA77CA,4,14.97,見其他登記事項,鋼筋混凝土造,101年10月11日,011,
RPVNMLMLKHMFFCA77CA,4,27.25,住家用,鋼筋混凝土造,101年10月11日,011,十層
RPVNMLMLKHMFFCA77CA,4,.39,見其他登記事項,鋼筋混凝土造,101年10月11日,011,
RPTOMLMLKHMFFCA67CA,2,276.47,住家用,見其他登記事項,103年10月29日,020,八層
RPTOMLMLKHMFFCA67CA,2,237.78,見其他登記事項,見其他登記事項,103年10月29日,020,
RPPNMLKKLHMFFCA96CA,2,277.57,見其他登記事項,見其他登記事項,104年3月10日,011,五層
RPPNMLKKLHMFFCA96CA,2,114.24,見其他登記事項,見其他登記事項,104年3月10日,011,
RPPNMLKKLHMFFCA96CA,2,17.49,見其他登記事項,見其他登記事項,104年3月10日,011,
RPPNMLKKLHMFFCA96CA,2,81.66,見其他登記事項,見其他登記事項,104年3月10日,011,
RPTPMLKKLHMFFCA57CA,28,167.51,商業用,鋼筋混凝土造,77年7月16日,015,一層
RPTPMLKKLHMFFCA57CA,28,19.33,共有部分,鋼筋混凝土造,77年7月16日,015,
RPTPMLKKLHMFFCA57CA,28,14.87,住家用,鋼筋混凝土造,77年7月16日,015,二層
RPRQMLSJLHMFFCA18CA,,17.64,,加強磚造,,002,一層 二層
RPSQMLSJLHMFFCA28CA,,17.64,,加強磚造,,002,一層 二層
RPTQMLSJLHMFFCA38CA,,17.64,,加強磚造,,002,一層 二層
RPVOMLNJLHMFFCA87CA,8,35.91,住家用,鋼筋混凝土造,97年8月13日,012,十二層
RPVOMLNJLHMFFCA87CA,8,19.74,共有部分,鋼筋混凝土造,97年8月13日,012,
RPVOMLNJLHMFFCA87CA,8,.32,共有部分,鋼筋混凝土造,97年8月13日,012,
RPVOMLNJLHMFFCA87CA,8,.42,共有部分,鋼筋混凝土造,97年8月13日,012,
RPRQMLQJLHMFFCA97CA,20,27.26,住家用,鋼筋混凝土造,85年10月17日,007,六層
RPRQMLQJLHMFFCA97CA,20,7.72,共有部分,鋼筋混凝土造,85年10月17日,007,
RPRQMLQJLHMFFCA97CA,20,14.30,共有部分,鋼筋混凝土造,85年10月17日,007,
RPTNMLKLKHMFFDA47CA,46,72.17,住家用,加強磚造,59年8月26日,003,三層
RPSOMLSKKHMFFDA18CA,44,105.54,住家用,鋼筋混凝土造,61年10月6日,004,四層
RPTOMLKLKHMFFDA57CA,,22.93,住家用,鋼筋混凝土造,,004,三層 陽台
RPXNMLKLKHMFFDA87CA,25,105.43,住家用,鋼筋混凝土造,81年1月6日,007,三層
RPXNMLKLKHMFFDA87CA,25,6.26,共有部分,鋼筋混凝土造,81年1月6日,007,
RPSOMLRKKHMFFDA08CA,36,20.36,共有部分,鋼筋混凝土造,70年1月21日,007,
RPSOMLRKKHMFFDA08CA,36,127.73,住家用,鋼筋混凝土造,70年1月21日,007,三層
RPQPMLOKLHMFFCA67CA,25,60.58,住家用,鋼筋混凝土造,81年1月30日,005,二層
RPQPMLOKLHMFFCA67CA,25,11.94,共有部分,鋼筋混凝土造,81年1月30日,005,
RPQPMLOKLHMFFCA67CA,25,29.19,住家用,鋼筋混凝土造,81年1月30日,005,二層
RPQPMLOKLHMFFCA67CA,25,5.91,共有部分,鋼筋混凝土造,81年1月30日,005,
RPQOMLKLLHMFFAA07CA,,55.31,見其他登記事項,鋼筋混凝土造,105年10月21日,011,四層
RPQOMLKLLHMFFAA07CA,,37.17,見其他登記事項,鋼筋混凝土造,105年10月21日,011,
RPQOMLKLLHMFFAA07CA,,12.81,見其他登記事項,鋼筋混凝土造,105年10月21日,011,
RPROMLQJLHMFFAA57CA,,30.23,商業用,鋼筋混凝土造,,005,一層 二層 騎樓
RPTOMLMJLHMFFAA37CA,1,131.93,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,五層
RPTOMLMJLHMFFAA37CA,1,26.33,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPTOMLMJLHMFFAA37CA,1,17.60,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPTOMLMJLHMFFAA37CA,1,34.43,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPWNMLSJLHMFFAA18CA,44,91.05,住家用,加強磚造,61年8月31日,004,二層 陽台
RPXNMLSJLHMFFAA28CA,,226.19,住商用,鋼筋混凝土造,,004,一層 二層 三層 四層
RPRNMLNKLHMFFAA27CA,23,18.67,見使用執照,鋼筋混凝土造,82年12月21日,008,五層
RPRNMLNKLHMFFAA27CA,23,4.77,共有部分,鋼筋混凝土造,82年12月21日,008,
RPRNMLNKLHMFFAA27CA,23,6.21,見使用執照,鋼筋混凝土造,82年12月21日,008,
RPUPMLQKKHMFFAA97CA,24,319.55,住家用,鋼筋混凝土造,81年7月10日,004,一層 二層 三層 四層
RPUPMLQKKHMFFAA97CA,24,22.66,共有部分,鋼筋混凝土造,81年7月10日,005,
RPSNMLRKKHMFFAA67CA,45,101.02,住家用,鋼筋混凝土造,61年1月20日,004,四層 陽台
RPSNMLLJLHMFFAA07CA,33,104.83,商業用,鋼筋混凝土造,73年6月2日,005,一層
RPTNMLMLKHMFFBA47CA,11,55.21,共有部分,鋼骨鋼筋混凝土造,94年8月25日,019,
RPTNMLMLKHMFFBA47CA,11,167.90,住家用,鋼骨鋼筋混凝土造,94年8月25日,019,十八層
RPTNMLMLKHMFFBA47CA,11,19.05,共有部分,鋼骨鋼筋混凝土造,94年8月25日,019,
RPTNMLMLKHMFFBA47CA,11,42.86,停車空間,鋼骨鋼筋混凝土造,94年8月25日,019,地下四層
RPTNMLMLKHMFFBA47CA,11,9.05,共有部分,鋼骨鋼筋混凝土造,94年8月25日,019,
RPTNMLMLKHMFFBA47CA,11,4.86,共有部分,鋼骨鋼筋混凝土造,94年8月25日,019,
RPTNMLMLKHMFFBA47CA,11,66.62,共有部分,鋼骨鋼筋混凝土造,94年8月25日,019,
RPPOMLMLKHMFFBA17CA,,61.20,住家用,加強磚造,,003,一層 騎樓
RPVOMLMLKHMFFBA77CA,41,21.10,商業用,鋼筋混凝土造,64年7月30日,011,十層
RPVOMLMLKHMFFBA77CA,41,5.60,共有部分,鋼筋混凝土造,64年7月30日,011,
RPVOMLMLKHMFFBA77CA,41,2.23,共有部分,鋼筋混凝土造,64年7月30日,011,
RPTOMLNLKHMFFBA67CA,,92.56,,加強磚造,,002,一層 二層
RPOOMLRKKHMFFBA47CA,36,21.01,住家用,鋼筋混凝土造,69年12月23日,011,十一層
RPOOMLRKKHMFFBA47CA,36,12.24,共有部分,鋼筋混凝土造,69年12月23日,011,
RPPNMLSKKHMFFBA57CA,2,139.64,住家用,鋼骨鋼筋混凝土造,103年11月7日,023,七層
RPPNMLSKKHMFFBA57CA,2,.07,見其他登記事項,鋼骨鋼筋混凝土造,103年11月7日,023,一層
RPPNMLSKKHMFFBA57CA,2,.00,見其他登記事項,鋼骨鋼筋混凝土造,103年11月7日,023,
RPPNMLSKKHMFFBA57CA,2,72.71,見其他登記事項,鋼骨鋼筋混凝土造,103年11月7日,023,
RPPNMLSKKHMFFBA57CA,2,43.06,見其他登記事項,鋼骨鋼筋混凝土造,103年11月7日,023,
RPPNMLSKKHMFFBA57CA,2,21.09,見其他登記事項,鋼骨鋼筋混凝土造,103年11月7日,023,
RPQNMLMLKHMFFBA17CA,47,70.78,住家用,加強磚造,59年2月4日,004,一層
RPRNMLNJLHMFFBA27CA,,.12,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,,30.33,住家用,鋼筋混凝土造,,012,十二層
RPRNMLNJLHMFFBA27CA,,.05,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,,.05,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,,.12,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,,.05,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,,.05,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,37,.04,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.05,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.05,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.05,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,,.05,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,,.12,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,37,.04,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.12,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.04,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.04,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.04,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,,.13,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,37,.04,住商用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,,.13,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,37,.04,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.13,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.04,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.04,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.13,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,,.04,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,,.03,商業用,鋼筋混凝土造,,012,一層
RPRNMLNJLHMFFBA27CA,37,.12,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPRNMLNJLHMFFBA27CA,37,.12,商業用,鋼筋混凝土造,69年2月5日,012,一層
RPPNMLQJLHMFFBA37CA,30,123.60,商業用,鋼筋混凝土造,75年8月4日,007,一層
RPPNMLQJLHMFFBA37CA,30,10.51,共有部分,鋼筋混凝土造,75年8月4日,007,
RPUNMLNKLHMFFBA67CA,44,100.20,住家用,鋼筋混凝土造,61年7月17日,004,三層
RPPQMLRKKHMFFEA08CA,45,65.87,住家用,鋼筋混凝土造,60年11月15日,006,五層
RPTNMLSKKHMFFEA28CA,3,36.13,住家用,鋼筋混凝土造,103年6月18日,007,四層
RPTNMLSKKHMFFEA28CA,3,20.77,見其他登記事項,鋼筋混凝土造,103年6月18日,007,
RPTNMLSKKHMFFEA28CA,3,14.81,見其他登記事項,鋼筋混凝土造,103年6月18日,007,
RPPPMLSKKHMFFEA08CA,34,100.36,住家用,鋼筋混凝土造,71年7月19日,005,四層
RPPPMLSKKHMFFEA08CA,34,11.20,共有部分,鋼筋混凝土造,71年7月19日,005,
RPQNMLLJLHMFFEA27CA,36,167.57,住家用,鋼筋混凝土造,70年1月29日,007,七層
RPQNMLLJLHMFFEA27CA,36,53.76,共有部分,鋼筋混凝土造,70年1月29日,007,
RPXNMLMJLHMFFEA08CA,33,126.17,住家用,鋼筋混凝土造,73年1月12日,005,三層
RPVNMLMJLHMFFDA77CA,19,78.01,見其他登記事項,鋼筋混凝土造,87年5月21日,019,十層
RPVNMLMJLHMFFDA77CA,19,50.04,共有部分,鋼筋混凝土造,87年5月21日,019,
RPVNMLKKLHMFFDA67CA,,45.95,見其他登記事項,鋼筋混凝土造,105年3月1日,006,二層
RPVNMLKKLHMFFDA67CA,,56.07,見其他登記事項,鋼筋混凝土造,105年3月1日,006,
RPXNMLKKLHMFFDA87CA,,48.12,見其他登記事項,鋼筋混凝土造,105年3月1日,006,二層
RPXNMLKKLHMFFDA87CA,,22.18,見其他登記事項,鋼筋混凝土造,105年3月1日,006,
RPQOMLKKLHMFFDA27CA,,60.95,見其他登記事項,鋼筋混凝土造,105年3月1日,006,三層
RPQOMLKKLHMFFDA27CA,,62.98,見其他登記事項,鋼筋混凝土造,105年3月1日,006,
RPSOMLKKLHMFFDA47CA,,45.95,見其他登記事項,鋼筋混凝土造,105年3月1日,006,三層
RPSOMLKKLHMFFDA47CA,,56.07,見其他登記事項,鋼筋混凝土造,105年3月1日,006,
RPUOMLKKLHMFFDA67CA,,58.66,見其他登記事項,鋼筋混凝土造,105年3月1日,006,三層
RPUOMLKKLHMFFDA67CA,,27.05,見其他登記事項,鋼筋混凝土造,105年3月1日,006,
RPWOMLKKLHMFFDA87CA,,60.95,見其他登記事項,鋼筋混凝土造,105年3月1日,006,四層
RPWOMLKKLHMFFDA87CA,,28.10,見其他登記事項,鋼筋混凝土造,105年3月1日,006,
RPOPMLKKLHMFFDA17CA,,48.12,見其他登記事項,鋼筋混凝土造,105年3月1日,006,四層
RPOPMLKKLHMFFDA17CA,,22.18,見其他登記事項,鋼筋混凝土造,105年3月1日,006,
RPQPMLKKLHMFFDA37CA,,42.07,見其他登記事項,鋼筋混凝土造,105年3月1日,006,五層
RPQPMLKKLHMFFDA37CA,,19.41,見其他登記事項,鋼筋混凝土造,105年3月1日,006,
RPQNMLLJLHMFFDA17CA,19,70.65,住家用,鋼筋混凝土造,86年9月26日,012,十一層
RPQNMLLJLHMFFDA17CA,19,14.74,共有部分,鋼筋混凝土造,86年9月26日,012,
RPQNMLLJLHMFFDA17CA,19,37.37,共有部分,鋼筋混凝土造,86年9月26日,012,
RPUPMLNLKHMFFDA08CA,10,130.53,住家用,鋼筋混凝土造,95年12月18日,014,十三層
RPUPMLNLKHMFFDA08CA,10,90.68,共有部分,鋼筋混凝土造,95年12月18日,014,
RPROMLNLKHMFFDA67CA,31,135.97,住家用,鋼筋混凝土造,74年8月17日,007,二層
RPROMLNLKHMFFDA67CA,31,7.99,共有部分,鋼筋混凝土造,74年8月17日,007,
RPSPMLOLKHMFFDA97CA,15,2.48,停車空間,鋼筋混凝土造,91年2月8日,018,地下二層
RPSPMLOLKHMFFDA97CA,15,.08,共有部分,鋼筋混凝土造,91年2月8日,018,
RPSPMLOLKHMFFDA97CA,16,69.65,見其他登記事項,鋼筋混凝土造,90年3月20日,013,八層
RPSPMLOLKHMFFDA97CA,16,49.25,共有部分,鋼筋混凝土造,90年3月20日,013,
RPQPMLRKKHMFFEA08CA,49,85.65,住家用,加強磚造,57年1月20日,004,四層 露台
RPPNMLRKKHMFFEA77CA,40,133.60,住家用,鋼筋混凝土造,66年2月16日,004,四層
RPQNMLRKKHMFFEA87CA,40,89.25,住家用,鋼筋混凝土造,65年12月14日,004,四層 陽台
RPTNMLRKKHMFFEA18CA,33,131.77,住家用,鋼筋混凝土造,72年8月13日,007,六層
RPTNMLRKKHMFFEA18CA,33,6.36,共有部分,鋼筋混凝土造,72年8月13日,007,
RPUNMLRKKHMFFEA28CA,29,89.87,住家用,鋼筋混凝土造,77年7月11日,015,九層
RPUNMLRKKHMFFEA28CA,29,17.73,共有部分,鋼筋混凝土造,77年7月11日,015,
RPUNMLRKKHMFFEA28CA,29,5.37,見使用執照,鋼筋混凝土造,77年7月11日,015,地下層
RPUNMLRKKHMFFEA28CA,29,1.09,共有部分,鋼筋混凝土造,77年7月11日,015,
RPUNMLRKKHMFFEA28CA,29,5.33,見使用執照,鋼筋混凝土造,77年7月11日,015,地下層
RPUNMLRKKHMFFEA28CA,29,1.09,共有部分,鋼筋混凝土造,77年7月11日,015,
RPVOMLQKKHMFFEA38CA,,44.22,住家用,鋼筋混凝土造,105年11月29日,007,五層
RPVOMLQKKHMFFEA38CA,,26.86,見其他登記事項,鋼筋混凝土造,105年11月29日,007,
RPXOMLQKKHMFFEA58CA,30,38.07,見使用執照,鋼筋混凝土造,75年10月17日,012,地下二層
RPXOMLQKKHMFFEA58CA,30,10.56,共有部分,鋼筋混凝土造,75年10月17日,012,
RPXOMLQKKHMFFEA58CA,30,17.35,共有部分,鋼筋混凝土造,75年10月17日,012,
RPXOMLQKKHMFFEA58CA,30,135.34,商業用,鋼筋混凝土造,75年10月17日,012,九層
RPSNMLPKLHMFFDA87CA,15,86.58,見其他登記事項,鋼筋混凝土造,90年9月7日,013,三層
RPSNMLPKLHMFFDA87CA,15,34.59,共有部分,鋼筋混凝土造,90年9月7日,013,
RPSNMLPKLHMFFDA87CA,15,13.94,共有部分,鋼筋混凝土造,90年9月7日,013,
RPQOMLSJLHMFFDA97CA,14,28.59,見其他登記事項,鋼筋混凝土造,91年9月25日,014,九層
RPQOMLSJLHMFFDA97CA,14,5.65,共有部分,鋼筋混凝土造,91年9月25日,014,
RPQOMLSJLHMFFDA97CA,14,6.94,共有部分,鋼筋混凝土造,91年9月25日,014,
RPXOMLNKLHMFFDA28CA,3,199.91,住家用,鋼骨鋼筋混凝土造,102年11月15日,014,十三層
RPXOMLNKLHMFFDA28CA,3,210.05,見其他登記事項,鋼骨鋼筋混凝土造,102年11月15日,014,
RPQOMLMLKHMFFCA47DA,9,127.36,住家用,鋼骨鋼筋混凝土造,96年6月27日,015,十層
RPQOMLMLKHMFFCA47DA,9,28.00,共有部分,鋼骨鋼筋混凝土造,96年6月27日,015,
RPQOMLMLKHMFFCA47DA,9,28.38,共有部分,鋼骨鋼筋混凝土造,96年6月27日,015,
RPQOMLMLKHMFFCA47DA,9,1.24,共有部分,鋼骨鋼筋混凝土造,96年6月27日,015,
RPQOMLMLKHMFFCA47DA,9,14.99,共有部分,鋼骨鋼筋混凝土造,96年6月27日,015,
RPQOMLMLKHMFFCA47DA,9,27.59,共有部分,鋼骨鋼筋混凝土造,96年6月27日,015,
RPROMLLLKHMFFCA47DA,,13.01,商業用,鋼筋混凝土造,,014,二層
RPROMLLLKHMFFCA47DA,,8.06,共有部分,鋼筋混凝土造,,014,
RPROMLLLKHMFFCA47DA,39,.37,共有部分,鋼筋混凝土造,67年1月21日,014,
SPROMLLLKHMFFCA57DA,,13.11,商業用,鋼筋混凝土造,,014,二層
SPROMLLLKHMFFCA57DA,39,.37,共有部分,鋼筋混凝土造,67年1月21日,014,
SPROMLLLKHMFFCA57DA,,8.06,共有部分,鋼筋混凝土造,,014,
RPWOMLNLKHMFFAA97DA,,131.93,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,十四層
RPWOMLNLKHMFFAA97DA,,26.33,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPWOMLNLKHMFFAA97DA,,17.60,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPWOMLNLKHMFFAA97DA,,34.43,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPUNMLRKKHMFFAA97DA,,66.70,,鋼筋混凝土造,,004,三層
RPQNMLNJLHMFFBA27DA,10,66.73,住家用,鋼筋混凝土造,95年8月15日,009,三層
RPQNMLNJLHMFFBA27DA,10,42.52,共有部分,鋼筋混凝土造,95年8月15日,009,
RPQNMLNJLHMFFBA27DA,10,6.29,共有部分,鋼筋混凝土造,95年8月15日,009,
RPQNMLNJLHMFFBA27DA,10,10.10,共有部分,鋼筋混凝土造,95年8月15日,009,
RPPOMLNJLHMFFBA27DA,10,37.62,住家用,鋼筋混凝土造,95年8月15日,009,三層
RPPOMLNJLHMFFBA27DA,10,23.46,共有部分,鋼筋混凝土造,95年8月15日,009,
RPOQMLNJLHMFFBA37DA,17,63.95,商業用,鋼筋混凝土造,88年12月24日,011,六層
RPOQMLNJLHMFFBA37DA,17,12.04,共有部分,鋼筋混凝土造,88年12月24日,011,
RPOQMLNJLHMFFBA37DA,17,11.48,共有部分,鋼筋混凝土造,88年12月24日,011,
RPOQMLNJLHMFFBA37DA,17,16.53,共有部分,鋼筋混凝土造,88年12月24日,011,
RPWOMLRKKHMFFCA48DA,4,181.79,住家用,見其他登記事項,101年11月21日,026,十五層
RPWOMLRKKHMFFCA48DA,4,83.94,見其他登記事項,見其他登記事項,101年11月21日,026,
RPWOMLRKKHMFFCA48DA,4,13.83,見其他登記事項,見其他登記事項,101年11月21日,026,
RPWOMLRKKHMFFCA48DA,4,92.23,見其他登記事項,見其他登記事項,101年11月21日,026,
RPVNMLLJLHMFFFA87CA,27,36.73,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
RPVNMLLJLHMFFFA87CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
RPVNMLLJLHMFFFA87CA,27,3.35,共有部分,鋼筋混凝土造,78年8月10日,025,
RPWNMLQKKHMFFFA48CA,35,15.33,商業用,鋼筋混凝土造,70年12月31日,012,一層
RPWNMLQKKHMFFFA48CA,35,13.32,共有部分,鋼筋混凝土造,70年12月31日,012,
RPOOMLMJLHMFFFA37CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
RPOOMLMJLHMFFFA37CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
RPOOMLMJLHMFFFA37CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
