編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
SPOOMLMJLHMFFFA47CA,27,36.73,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
SPOOMLMJLHMFFFA47CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
SPOOMLMJLHMFFFA47CA,27,3.35,共有部分,鋼筋混凝土造,78年8月10日,025,
TPOOMLMJLHMFFFA57CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
TPOOMLMJLHMFFFA57CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
TPOOMLMJLHMFFFA57CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
UPOOMLMJLHMFFFA67CA,27,36.73,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
UPOOMLMJLHMFFFA67CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
UPOOMLMJLHMFFFA67CA,27,3.35,共有部分,鋼筋混凝土造,78年8月10日,025,
VPOOMLMJLHMFFFA77CA,27,36.73,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
VPOOMLMJLHMFFFA77CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
VPOOMLMJLHMFFFA77CA,27,3.35,共有部分,鋼筋混凝土造,78年8月10日,025,
WPOOMLMJLHMFFFA87CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
WPOOMLMJLHMFFFA87CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
WPOOMLMJLHMFFFA87CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
XPOOMLMJLHMFFFA97CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
XPOOMLMJLHMFFFA97CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
XPOOMLMJLHMFFFA97CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
YPOOMLMJLHMFFFA08CA,27,36.73,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
YPOOMLMJLHMFFFA08CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
YPOOMLMJLHMFFFA08CA,27,3.35,共有部分,鋼筋混凝土造,78年8月10日,025,
ZPOOMLMJLHMFFFA18CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
ZPOOMLMJLHMFFFA18CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
ZPOOMLMJLHMFFFA18CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
QQOOMLMJLHMFFFA37CA,27,30.61,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
QQOOMLMJLHMFFFA37CA,27,2.33,共有部分,鋼筋混凝土造,78年8月10日,025,
QQOOMLMJLHMFFFA37CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
RQOOMLMJLHMFFFA47CA,27,30.61,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
RQOOMLMJLHMFFFA47CA,27,2.33,共有部分,鋼筋混凝土造,78年8月10日,025,
RQOOMLMJLHMFFFA47CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
RPWNMLSKKHMFFFA68CA,,2.50,共有部分,鋼筋混凝土造,,014,
RPWNMLSKKHMFFFA68CA,,44.87,商業用,鋼筋混凝土造,,014,五層
RPWNMLSKKHMFFFA68CA,,7.21,共有部分,鋼筋混凝土造,,014,
RPRNMLKLKHMFFFA47CA,,176.99,住家用,鋼筋混凝土造,,007,四層
RPRNMLKLKHMFFFA47CA,,4.17,共有部分,鋼筋混凝土造,,007,
RPVOMLQJLHMFFEA38CA,,148.34,住家用,鋼筋混凝土造,105年4月15日,009,四層
RPVOMLQJLHMFFEA38CA,,36.85,見其他登記事項,鋼筋混凝土造,105年4月15日,009,
RPVOMLQJLHMFFEA38CA,,34.69,見其他登記事項,鋼筋混凝土造,105年4月15日,009,
RPVOMLQJLHMFFEA38CA,,82.88,見其他登記事項,鋼筋混凝土造,105年4月15日,009,
RPTQMLTJLHMFFEA68CA,,127.73,住家用,鋼筋混凝土造,105年7月12日,009,四層
RPTQMLTJLHMFFEA68CA,,24.05,見其他登記事項,鋼筋混凝土造,105年7月12日,009,
RPTQMLTJLHMFFEA68CA,,34.30,見其他登記事項,鋼筋混凝土造,105年7月12日,009,
RPTQMLTJLHMFFEA68CA,,88.50,見其他登記事項,鋼筋混凝土造,105年7月12日,009,
RPSNMLKLKHMFFAA17DA,14,51.47,住家用,鋼筋混凝土造,91年9月12日,009,六層
RPSNMLKLKHMFFAA17DA,14,12.25,共有部分,鋼筋混凝土造,91年9月12日,009,
RPSNMLKLKHMFFAA17DA,14,6.30,共有部分,鋼筋混凝土造,91年9月12日,009,
RPPNMLQJLHMFFFA77CA,,41.57,住家用,鋼筋混凝土造,,016,五層 陽台
RPPNMLQJLHMFFFA77CA,,12.90,共有部分,鋼筋混凝土造,,016,
RPQOMLTJLHMFFFA28CA,48,101.03,住家用,加強磚造,57年8月30日,004,二層
RPPNMLKKLHMFFFA27CA,,43.86,住家用,鋼筋混凝土造,,004,二層
RPOOMLOKLHMFFFA67CA,30,102.60,住家用,加強磚造,75年10月23日,003,一層 二層 三層
RPVNMLOKLHMFFAA87DA,49,76.94,住家用,加強磚造,56年11月30日,004,四層
RPRNMLOLKHMFFAA47DA,,102.78,住家用,鋼筋混凝土造,,005,三層
RPPNMLNKLHMFFAA17DA,36,138.39,住家用,鋼筋混凝土造,69年8月19日,005,四層
RPPNMLPLKHMFFAA37DA,,96.94,住家用,鋼筋混凝土造,,004,四層 陽台
RPOPMLLLKHMFFCA27DA,21,36.55,見使用執照,鋼筋混凝土造,85年6月28日,016,地下四層
RPOPMLLLKHMFFCA27DA,21,.14,共有部分,鋼筋混凝土造,85年6月28日,016,
RPTNMLTKKHMFFCA28DA,31,77.26,見其他登記事項,鋼筋混凝土造,75年6月9日,015,十一層
RPTNMLTKKHMFFCA28DA,31,15.54,共有部分,鋼筋混凝土造,75年6月9日,015,
RPTNMLTKKHMFFCA28DA,31,5.65,見其他登記事項,鋼筋混凝土造,75年6月9日,015,地下一層 地下二層
RPRNMLLJLHMFFCA27DA,24,871.59,見使用執照,鋼筋混凝土造,81年12月17日,009,一層 地下一層
RPRNMLLJLHMFFCA27DA,24,282.04,共有部分,鋼筋混凝土造,81年12月17日,009,
RPRNMLLJLHMFFCA27DA,24,250.74,商業用,鋼筋混凝土造,81年12月17日,009,地下一層
RPRNMLLJLHMFFCA27DA,24,86.59,共有部分,鋼筋混凝土造,81年12月17日,009,
RPUOMLKLKHMFFCA67DA,30,258.95,住家用,鋼筋混凝土造,75年7月2日,004,一層 二層 三層 四層
RPUPMLRKKHMFFEA48CA,35,41.57,住家用,鋼筋混凝土造,70年12月31日,008,二層
RPUPMLRKKHMFFEA48CA,35,13.32,共有部分,鋼筋混凝土造,70年12月31日,008,
RPXPMLRKKHMFFEA78CA,52,65.16,住家用,加強磚造,54年3月31日,,一層
RPPNMLPLKHMFFDA57CA,,77.00,住家用,加強磚造,,004,一層 騎樓
RPWNMLSKKHMFFEA58CA,35,116.47,住家用,鋼筋混凝土造,70年9月30日,005,二層
RPRNMLSKKHMFFEA08CA,33,15.47,共有部分,鋼筋混凝土造,72年10月11日,012,
RPRNMLSKKHMFFEA08CA,33,101.65,住家用,鋼筋混凝土造,72年10月11日,012,十一層
RPRNMLSKKHMFFEA08CA,33,12.09,住家用,鋼筋混凝土造,72年10月11日,012,
RPTNMLKLKHMFFEA57CA,40,70.40,住家用,鋼筋混凝土造,66年4月25日,004,三層
RPPPMLKLKHMFFEA37CA,44,38.67,住家用,鋼筋混凝土造,62年4月24日,004,二層
RPQOMLLLKHMFFEA47CA,15,76.05,住家用,鋼筋混凝土造,91年3月22日,014,十二層
RPQOMLLLKHMFFEA47CA,15,15.70,共有部分,鋼筋混凝土造,91年3月22日,014,
RPQOMLLLKHMFFEA47CA,15,3.48,共有部分,鋼筋混凝土造,91年3月22日,014,
RPQOMLLLKHMFFEA47CA,15,15.38,共有部分,鋼筋混凝土造,91年3月22日,014,
RPVOMLKKLHMFFBA57CA,1,.54,見其他登記事項,鋼筋混凝土造,104年10月2日,012,一層
RPVOMLKKLHMFFBA57CA,1,.16,見其他登記事項,鋼筋混凝土造,104年10月2日,012,
RPVOMLKKLHMFFBA57CA,1,119.03,見其他登記事項,鋼筋混凝土造,104年10月2日,012,
SPVOMLKKLHMFFBA67CA,1,68.39,住家用,鋼筋混凝土造,104年10月2日,012,二層
SPVOMLKKLHMFFBA67CA,1,19.66,見其他登記事項,鋼筋混凝土造,104年10月2日,012,
SPVOMLKKLHMFFBA67CA,1,14.47,見其他登記事項,鋼筋混凝土造,104年10月2日,012,
RPPQMLNJLHMFFBA37CA,41,88.04,住家用,鋼筋混凝土造,65年4月13日,004,三層
RPQOMLNLKHMFFBA37CA,27,99.30,住家用,鋼筋混凝土造,78年11月24日,005,三層
RPQOMLNLKHMFFBA37CA,27,15.12,共有部分,鋼筋混凝土造,78年11月24日,005,
RPROMLNLKHMFFBA47CA,39,14.82,住家用,鋼筋混凝土造,66年8月29日,012,九層
RPROMLNLKHMFFBA47CA,39,3.64,共有部分,鋼筋混凝土造,66年8月29日,012,
RPSNMLSKKHMFFBA87CA,7,12.94,停車空間,鋼筋混凝土造,99年4月13日,015,地下二層 地下三層
RPSNMLSKKHMFFBA87CA,7,10.78,見其他登記事項,鋼筋混凝土造,99年4月13日,015,
RPSNMLSKKHMFFBA87CA,7,5.60,見其他登記事項,鋼筋混凝土造,99年4月13日,015,
RPPOMLSKKHMFFBA67CA,30,25.25,共有部分,鋼筋混凝土造,76年3月16日,012,
RPPOMLSKKHMFFBA67CA,30,87.12,住家用,鋼筋混凝土造,76年3月16日,012,六層
RPROMLSKKHMFFBA87CA,30,70.89,住家用,鋼筋混凝土造,76年4月30日,011,八層
RPROMLSKKHMFFBA87CA,30,18.02,共有部分,鋼筋混凝土造,76年4月30日,011,
RPSNMLMLLHMFFAA37CA,,35.31,見其他登記事項,鋼筋混凝土造,105年11月29日,007,一層
RPSNMLMLLHMFFAA37CA,,23.10,見其他登記事項,鋼筋混凝土造,105年11月29日,007,
RPTNMLMLLHMFFAA47CA,,39.50,見其他登記事項,鋼筋混凝土造,105年11月29日,007,三層
RPTNMLMLLHMFFAA47CA,,25.79,見其他登記事項,鋼筋混凝土造,105年11月29日,007,
RPUNMLMLLHMFFAA57CA,,51.68,見其他登記事項,鋼筋混凝土造,105年11月29日,007,三層
RPUNMLMLLHMFFAA57CA,,33.75,見其他登記事項,鋼筋混凝土造,105年11月29日,007,
RPSOMLKLKHMFFBA27CA,,74.56,,鋼筋混凝土造,,004,四層
RPTNMLLJLHMFFAA17CA,41,79.50,住家用,鋼筋混凝土造,65年7月13日,007,七層 陽台
RPOOMLMJLHMFFAA86CA,,174.21,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,十三層
RPOOMLMJLHMFFAA86CA,,34.95,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPOOMLMJLHMFFAA86CA,,23.37,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPOOMLMJLHMFFAA86CA,,68.85,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPXNMLRKKHMFFAA18CA,,67.57,住家用,鋼筋混凝土造,,005,停車場 一層
RPXNMLRKKHMFFAA18CA,,6.80,共有部分,鋼筋混凝土造,,005,
RPXNMLRKKHMFFAA18CA,,3.56,共有部分,鋼筋混凝土造,,005,
RPSOMLRKKHMFFAA77CA,,213.01,見其他登記事項,鋼骨鋼筋混凝土造,105年9月30日,017,十七層
RPSOMLRKKHMFFAA77CA,,186.78,見其他登記事項,鋼骨鋼筋混凝土造,105年9月30日,017,
RPSNMLNKLHMFFAA37CA,7,37.54,見其他登記事項,鋼筋混凝土造,99年7月1日,007,
RPSNMLNKLHMFFAA37CA,7,29.36,住家用,鋼筋混凝土造,99年7月1日,007,五層
SPSNMLNKLHMFFAA47CA,7,16.85,住家用,鋼筋混凝土造,99年7月1日,007,七層
SPSNMLNKLHMFFAA47CA,7,33.52,見其他登記事項,鋼筋混凝土造,99年7月1日,007,
RPVNMLRKKHMFFDA28CA,43,116.37,,鋼筋混凝土造,63年4月18日,004,二層
RPXOMLNKLHMFFCA18CA,,36.24,,加強磚造,,004,三層
RPWPMLPKLHMFFCA38CA,1,57.02,住家用,見其他登記事項,105年4月11日,014,九層
RPWPMLPKLHMFFCA38CA,1,36.55,見其他登記事項,見其他登記事項,105年4月11日,014,
RPWPMLPKLHMFFCA38CA,1,52.71,見其他登記事項,見其他登記事項,105年4月11日,014,
RPWNMLQKLHMFFCA28CA,27,60.41,住家用,鋼筋混凝土造,78年8月8日,005,一層
RPWNMLQKLHMFFCA28CA,27,3.92,共有部分,鋼筋混凝土造,78年8月8日,005,
RPRNMLOLKHMFFCA57CA,2,188.50,住家用,鋼筋混凝土造,103年10月20日,014,七層
RPRNMLOLKHMFFCA57CA,2,38.92,見其他登記事項,鋼筋混凝土造,103年10月20日,014,
RPRNMLOLKHMFFCA57CA,2,54.69,見其他登記事項,鋼筋混凝土造,103年10月20日,014,
RPRNMLOLKHMFFCA57CA,2,81.99,見其他登記事項,鋼筋混凝土造,103年10月20日,014,
RPSPMLRKKHMFFCA08CA,38,92.63,,鋼筋混凝土造,68年6月22日,005,三層
RPRNMLSKKHMFFCA87CA,3,42.33,住家用,鋼筋混凝土造,103年1月8日,006,六層
RPRNMLSKKHMFFCA87CA,3,15.71,見其他登記事項,鋼筋混凝土造,103年1月8日,006,
RPPOMLSKKHMFFCA77CA,37,99.49,住家用,鋼筋混凝土造,69年6月3日,005,三層
RPTOMLSKKHMFFCA18CA,2,79.42,住家用,鋼筋混凝土造,104年4月16日,012,四層
RPTOMLSKKHMFFCA18CA,2,32.09,見其他登記事項,鋼筋混凝土造,104年4月16日,012,
RPTOMLSKKHMFFCA18CA,2,5.58,見其他登記事項,鋼筋混凝土造,104年4月16日,012,
RPTOMLSKKHMFFCA18CA,2,14.92,停車空間,鋼筋混凝土造,104年4月16日,012,地下二層 地下三層
RPTOMLSKKHMFFCA18CA,2,.01,見其他登記事項,鋼筋混凝土造,104年4月16日,012,
RPTOMLSKKHMFFCA18CA,2,27.03,見其他登記事項,鋼筋混凝土造,104年4月16日,012,
RPSNMLTKKHMFFCA08CA,,175.50,,加強磚造,,004,一層 二層 三層 四層 騎樓
RPVNMLQJMHMFFBA08CA,,9.69,商業用,鋼筋混凝土造,,011,一層 騎樓
RPVNMLQJMHMFFBA08CA,,331.57,商業用,鋼筋混凝土造,,011,地下層
RPVNMLKLKHMFFCA57CA,17,34.70,住家用,鋼筋混凝土造,88年9月28日,016,九層
RPVNMLKLKHMFFCA57CA,17,6.03,共有部分,鋼筋混凝土造,88年9月28日,016,
RPVNMLKLKHMFFCA57CA,17,3.30,共有部分,鋼筋混凝土造,88年9月28日,016,
RPUPMLKLKHMFFCA67CA,48,60.50,住家用,鋼筋混凝土造,58年7月12日,004,四層
RPRNMLQKLHMFFFA18DA,35,55.01,商業用,鋼筋混凝土造,70年12月31日,011,十一層
RPRNMLQKLHMFFFA18DA,35,11.58,共有部分,鋼筋混凝土造,70年12月31日,012,
RPROMLLJLHMFFEA57DA,42,120.18,商業用,鋼筋混凝土造,64年5月7日,004,一層 平台 騎樓
RPVOMLKLKHMFFDA87DA,12,37.40,見其他登記事項,鋼骨鋼筋混凝土造,94年5月13日,010,一層
RPVOMLKLKHMFFDA87DA,12,6.22,共有部分,鋼骨鋼筋混凝土造,94年5月13日,010,
RPVOMLKLKHMFFDA87DA,12,7.34,共有部分,鋼骨鋼筋混凝土造,94年5月13日,010,
RPWNMLNLKHMFFDA18DA,10,22.43,見其他登記事項,鋼筋混凝土造,95年8月2日,013,十二層
RPWNMLNLKHMFFDA18DA,10,3.04,共有部分,鋼筋混凝土造,95年8月2日,013,
RPWNMLNLKHMFFDA18DA,10,1.70,共有部分,鋼筋混凝土造,95年8月2日,013,
RPWNMLNLKHMFFDA18DA,10,6.52,共有部分,鋼筋混凝土造,95年8月2日,013,
RPWNMLNLKHMFFDA18DA,10,33.56,共有部分,鋼筋混凝土造,95年8月2日,013,
RPTOMLOLKHMFFDA08DA,,148.92,見使用執照,鋼筋混凝土造,,007,一層
RPTOMLOLKHMFFDA08DA,,10.87,共有部分,鋼筋混凝土造,,007,
RPPOMLLJLHMFFDA27DA,23,34.14,見使用執照,鋼筋混凝土造,82年10月21日,004,地下一層 地下二層
RPXNMLMJLHMFFDA08DA,3,177.82,見其他登記事項,鋼筋混凝土造,103年5月14日,011,十一層
RPXNMLMJLHMFFDA08DA,3,87.67,見其他登記事項,鋼筋混凝土造,103年5月14日,011,
RPXNMLMJLHMFFDA08DA,3,8.81,見其他登記事項,鋼筋混凝土造,103年5月14日,011,
RPXNMLMJLHMFFDA08DA,3,41.98,見其他登記事項,鋼筋混凝土造,103年5月14日,011,
RPQQMLQJLHMFFDA08DA,10,20.86,見其他登記事項,鋼骨鋼筋混凝土造,95年4月18日,011,九層
RPQQMLQJLHMFFDA08DA,10,4.74,共有部分,鋼骨鋼筋混凝土造,95年4月18日,011,
RPQQMLQJLHMFFDA08DA,10,.13,共有部分,鋼骨鋼筋混凝土造,95年4月18日,011,
RPQQMLQJLHMFFDA08DA,10,4.82,共有部分,鋼骨鋼筋混凝土造,95年4月18日,011,
RPPOMLTJLHMFFDA08DA,23,188.64,商業用,鋼筋混凝土造,82年11月29日,011,十層
RPPOMLTJLHMFFDA08DA,23,45.15,共有部分,鋼筋混凝土造,82年11月29日,011,
RPPOMLTJLHMFFDA08DA,23,33.50,共有部分,鋼筋混凝土造,82年11月29日,011,
RPPOMLTJLHMFFDA08DA,23,63.80,停車空間,鋼筋混凝土造,82年11月29日,011,地下二層
RPPOMLTJLHMFFDA08DA,23,.14,共有部分,鋼筋混凝土造,82年11月29日,011,
RPOQMLLJLHMFFDA37DA,9,49.39,住家用,鋼筋混凝土造,97年2月19日,008,三層
RPOQMLLJLHMFFDA37DA,9,22.17,共有部分,鋼筋混凝土造,97年2月19日,008,
RPPOMLLLKHMFFDA37DA,,5.09,住家用,鋼筋混凝土造,,004,四層
RPTOMLLLKHMFFDA77DA,24,84.16,見其他登記事項,鋼筋混凝土造,82年4月13日,007,五層
RPTOMLLLKHMFFDA77DA,25,32.41,共有部分,鋼筋混凝土造,81年4月13日,007,
RPROMLQJLHMFFCA87DA,1,127.49,住家用,鋼筋混凝土造,104年12月21日,013,五層
RPROMLQJLHMFFCA87DA,1,34.01,見其他登記事項,鋼筋混凝土造,104年12月21日,013,
RPROMLQJLHMFFCA87DA,1,20.66,見其他登記事項,鋼筋混凝土造,104年12月21日,013,
RPROMLQJLHMFFCA87DA,1,.07,見其他登記事項,鋼筋混凝土造,104年12月21日,013,一層
RPROMLQJLHMFFCA87DA,1,.02,見其他登記事項,鋼筋混凝土造,104年12月21日,013,
RPROMLQJLHMFFCA87DA,1,41.63,見其他登記事項,鋼筋混凝土造,104年12月21日,013,
RPROMLKLLHMFFCA47DA,33,113.77,住家用,鋼筋混凝土造,73年4月14日,005,五層
RPTNMLNLKHMFFEA97DA,32,12.74,共有部分,鋼筋混凝土造,73年8月21日,005,
RPTNMLNLKHMFFEA97DA,32,158.08,住家用,鋼筋混凝土造,73年8月21日,005,三層
RPQNMLPLKHMFFFA97DA,,89.02,,鋼筋混凝土造,,005,三層
RPPOMLLJLHMFFFA47DA,32,87.21,住家用,鋼筋混凝土造,74年5月22日,017,十七層
RPPOMLLJLHMFFFA47DA,32,15.26,共有部分,鋼筋混凝土造,74年5月22日,017,
RPPOMLLJLHMFFFA47DA,32,3.36,共有部分,鋼筋混凝土造,74年5月22日,019,
RPPOMLLJLHMFFFA47DA,32,7.27,見其他登記事項,鋼筋混凝土造,74年5月22日,019,地下層
RPPNMLMKLHMFFFA57DA,17,110.18,住家用,鋼筋混凝土造,88年12月14日,007,七層
RPPNMLMKLHMFFFA57DA,17,74.94,共有部分,鋼筋混凝土造,88年12月14日,009,
RPWOMLKLKHMFFFA18DA,,190.69,住家用,鋼筋混凝土造,,007,四層
RPXPMLKLKHMFFCA97CA,33,60.98,見使用執照,鋼筋混凝土造,73年6月21日,006,地下層
RPXPMLKLKHMFFCA97CA,33,4.83,共有部分,鋼筋混凝土造,73年6月21日,006,
RPRQMLKLKHMFFCA47CA,12,7.63,共有部分,鋼筋混凝土造,93年12月28日,006,
RPRQMLKLKHMFFCA47CA,12,107.64,見其他登記事項,鋼筋混凝土造,93年12月28日,006,二層
RPRQMLKLKHMFFCA47CA,12,62.98,共有部分,鋼筋混凝土造,93年12月28日,006,
RPRQMLKLKHMFFCA47CA,12,21.30,共有部分,鋼筋混凝土造,93年12月28日,006,
RPRQMLKLKHMFFCA47CA,12,22.01,共有部分,鋼筋混凝土造,93年12月28日,006,
RPRQMLKLKHMFFCA47CA,12,7.76,共有部分,鋼筋混凝土造,93年12月28日,006,
RPRQMLKLKHMFFCA47CA,12,9.91,共有部分,鋼筋混凝土造,93年12月28日,006,
RPRQMLKLKHMFFCA47CA,12,14.66,停車空間,鋼筋混凝土造,93年12月28日,006,地下二層
RPQNMLMLKHMFFCA27CA,,53.20,住家用,鋼筋混凝土造,104年10月8日,011,十層
RPQNMLMLKHMFFCA27CA,,41.67,見其他登記事項,鋼筋混凝土造,104年10月8日,011,
RPROMLKLKHMFFCA27CA,13,104.07,住家用,鋼筋混凝土造,92年9月30日,014,十四層 夾層
RPROMLKLKHMFFCA27CA,13,14.45,共有部分,鋼筋混凝土造,92年9月30日,014,
RPROMLKLKHMFFCA27CA,13,35.91,共有部分,鋼筋混凝土造,92年9月30日,014,
RPROMLKLKHMFFCA27CA,13,22.17,共有部分,鋼筋混凝土造,92年9月30日,014,
RPROMLKLKHMFFCA27CA,13,7.14,共有部分,鋼筋混凝土造,92年9月30日,014,
RPPNMLKLKHMFFCA96CA,32,111.18,住家用,鋼筋混凝土造,73年7月19日,005,四層
RPPNMLKLKHMFFCA96CA,32,15.15,共有部分,鋼筋混凝土造,73年7月19日,005,
RPQNMLKLKHMFFCA07CA,,82.01,住家用,鋼筋混凝土造,,004,一層
RPTNMLRKLHMFFBA97CA,7,86.92,住家用,鋼筋混凝土造,98年10月9日,015,四層
RPTNMLRKLHMFFBA97CA,7,13.56,見其他登記事項,鋼筋混凝土造,98年10月9日,015,
RPTNMLRKLHMFFBA97CA,7,13.59,見其他登記事項,鋼筋混凝土造,98年10月9日,015,
RPTNMLRKLHMFFBA97CA,7,19.10,見其他登記事項,鋼筋混凝土造,98年10月9日,015,
RPTNMLRKLHMFFBA97CA,7,1.80,見其他登記事項,鋼筋混凝土造,98年10月9日,015,
RPTNMLRKLHMFFBA97CA,7,13.92,見其他登記事項,鋼筋混凝土造,98年10月9日,015,
RPRQMLMLKHMFFCA67CA,23,30.35,見其他登記事項,鋼筋混凝土造,83年3月9日,012,地下一層
RPRQMLMLKHMFFCA67CA,23,.14,共有部分,鋼筋混凝土造,83年3月9日,013,
RPRQMLMLKHMFFCA67CA,23,.08,共有部分,鋼筋混凝土造,83年3月9日,012,
RPOOMLMLKHMFFCA17CA,10,65.34,住家用,鋼筋混凝土造,95年12月21日,015,二層
RPOOMLMLKHMFFCA17CA,10,22.85,共有部分,鋼筋混凝土造,95年12月21日,015,
RPOOMLMLKHMFFCA17CA,10,6.76,共有部分,鋼筋混凝土造,95年12月21日,015,
RPOOMLMLKHMFFCA17CA,10,39.50,共有部分,鋼筋混凝土造,95年12月21日,015,
RPROMLMLKHMFFCA47CA,20,50.24,住家用,鋼筋混凝土造,85年7月15日,007,七層 電梯樓梯間
RPROMLMLKHMFFCA47CA,20,5.15,共有部分,鋼筋混凝土造,85年7月15日,007,
RPROMLMLKHMFFCA47CA,20,3.16,共有部分,鋼筋混凝土造,85年7月15日,007,
RPWOMLLLKHMFFCA87CA,14,31.87,商業用,鋼筋混凝土造,92年2月13日,014,一層
RPWOMLLLKHMFFCA87CA,14,15.41,共有部分,鋼筋混凝土造,92年2月13日,014,
RPPNMLNLKHMFFCA27CA,39,78.15,住家用,鋼筋混凝土造,67年2月2日,012,三層
RPPNMLNLKHMFFCA27CA,39,12.42,共有部分,鋼筋混凝土造,67年2月2日,012,
RPPNMLNLKHMFFCA27CA,39,4.58,共有部分,鋼筋混凝土造,67年2月2日,012,
RPTPMLNLKHMFFCA87CA,32,66.33,住家用,鋼筋混凝土造,74年7月2日,012,七層
RPTPMLNLKHMFFCA87CA,32,6.32,共有部分,鋼筋混凝土造,74年7月2日,012,
RPTPMLNLKHMFFCA87CA,32,3.25,共有部分,鋼筋混凝土造,74年7月2日,012,
RPUNMLKLKHMFFDA57CA,7,131.64,住家用,鋼筋混凝土造,99年1月22日,019,八層
RPUNMLKLKHMFFDA57CA,7,29.03,見其他登記事項,鋼筋混凝土造,99年1月22日,019,
RPUNMLKLKHMFFDA57CA,7,34.02,見其他登記事項,鋼筋混凝土造,99年1月22日,019,
RPUNMLKLKHMFFDA57CA,7,78.49,見其他登記事項,鋼筋混凝土造,99年1月22日,019,
RPUNMLKLKHMFFDA57CA,7,4.02,見其他登記事項,鋼筋混凝土造,99年1月22日,019,
RPXOMLKLKHMFFDA97CA,45,73.65,住家用,鋼筋混凝土造,60年11月10日,004,三層
RPRNMLLLKHMFFDA37CA,7,1.90,見其他登記事項,鋼筋混凝土造,98年7月2日,019,一層
RPRNMLLLKHMFFDA37CA,7,.00,共有部分,鋼筋混凝土造,98年7月2日,019,
RPRNMLLLKHMFFDA37CA,7,56.30,住家用,鋼筋混凝土造,98年7月2日,019,五層
RPRNMLLLKHMFFDA37CA,7,22.18,共有部分,鋼筋混凝土造,98年7月2日,019,
RPRNMLLLKHMFFDA37CA,7,4.67,共有部分,鋼筋混凝土造,98年7月2日,019,
RPUNMLLLKHMFFDA67CA,31,28.51,住家用,鋼筋混凝土造,75年4月30日,005,一層
