編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPUNMLLLKHMFFDA67CA,31,6.61,共有部分,鋼筋混凝土造,75年4月30日,005,
RPVOMLLLKHMFFDA87CA,,53.35,住家用,鋼筋混凝土造,,004,四層 陽台
RPTNMLMLKHMFFDA67CA,30,122.37,住家用,鋼筋混凝土造,75年12月11日,006,六層
RPTNMLMLKHMFFDA67CA,30,9.23,共有部分,鋼筋混凝土造,75年12月11日,006,
RPXOMLSKKHMFFDA68CA,43,37.89,住家用,鋼筋混凝土造,62年11月24日,006,四層
RPXOMLSKKHMFFDA68CA,43,13.41,共有部分,鋼筋混凝土造,62年11月24日,006,
RPWNMLQKLHMFFAA08CA,8,87.54,住家用,鋼筋混凝土造,97年12月8日,010,五層
RPWNMLQKLHMFFAA08CA,8,75.69,共有部分,鋼筋混凝土造,97年12月8日,010,
RPSOMLLLKHMFFAA27CA,9,85.88,住家用,鋼筋混凝土造,97年4月25日,010,八層
RPSOMLLLKHMFFAA27CA,9,36.28,共有部分,鋼筋混凝土造,97年4月25日,010,
RPVNMLLLKHMFFAA47CA,2,.05,見其他登記事項,鋼筋混凝土造,104年6月1日,015,一層
RPVNMLLLKHMFFAA47CA,2,.02,見其他登記事項,鋼筋混凝土造,104年6月1日,015,
RPVNMLLLKHMFFAA47CA,2,24.62,見其他登記事項,鋼筋混凝土造,104年6月1日,015,
RPVNMLLLKHMFFAA47CA,2,60.30,住家用,鋼筋混凝土造,104年6月1日,015,五層
RPVNMLLLKHMFFAA47CA,2,26.86,見其他登記事項,鋼筋混凝土造,104年6月1日,015,
RPWNMLLLKHMFFAA57CA,22,71.13,住家用,鋼筋混凝土造,84年1月5日,015,十五層
RPWNMLLLKHMFFAA57CA,22,17.34,見使用執照,鋼筋混凝土造,84年1月5日,015,
RPQOMLLLKHMFFAA07CA,20,89.34,住家用,鋼筋混凝土造,85年9月25日,017,十五層
RPQOMLLLKHMFFAA07CA,20,16.17,見使用執照,鋼筋混凝土造,85年9月25日,017,
RPQOMLLLKHMFFAA07CA,20,37.12,見使用執照,鋼筋混凝土造,85年9月25日,017,
RPUNMLKLKHMFFAA27CA,5,.06,住家用,鋼筋混凝土造,101年3月15日,015,一層
RPUNMLKLKHMFFAA27CA,5,.03,見其他登記事項,鋼筋混凝土造,101年3月15日,015,
RPUNMLKLKHMFFAA27CA,5,16.09,見其他登記事項,鋼筋混凝土造,101年3月15日,015,
RPWNMLNLKHMFFAA77CA,4,33.24,住家用,鋼筋混凝土造,102年3月25日,010,五層
RPWNMLNLKHMFFAA77CA,4,23.00,見其他登記事項,鋼筋混凝土造,102年3月25日,010,
RPWNMLNLKHMFFAA77CA,4,7.08,見其他登記事項,鋼筋混凝土造,102年3月25日,010,
RPPOMLOLKHMFFAA27CA,44,63.65,見使用執照,鋼筋混凝土造,62年1月20日,004,一層
RPROMLMJLHMFFAA17CA,,131.93,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,六層
RPROMLMJLHMFFAA17CA,,26.33,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPROMLMJLHMFFAA17CA,,17.60,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPROMLMJLHMFFAA17CA,,34.43,見其他登記事項,鋼骨鋼筋混凝土造,105年1月26日,019,
RPPNMLMJLHMFFAA86CA,17,36.13,共有部分,鋼筋混凝土造,89年3月24日,014,
RPTOMLKLKHMFFBA37CA,31,113.56,住家用,鋼筋混凝土造,75年4月23日,005,五層
RPTOMLKLKHMFFBA37CA,31,13.80,共有部分,鋼筋混凝土造,75年4月23日,005,
RPVNMLLLKHMFFBA57CA,9,119.97,住家用,鋼筋混凝土造,96年11月19日,015,十二層
RPVNMLLLKHMFFBA57CA,9,78.99,共有部分,鋼筋混凝土造,96年11月19日,015,
RPVNMLLLKHMFFBA57CA,9,3.48,共有部分,鋼筋混凝土造,96年11月19日,015,
RPOOMLKLKHMFFBA86CA,2,112.37,住家用,鋼筋混凝土造,104年5月27日,013,七層
RPOOMLKLKHMFFBA86CA,2,48.40,見其他登記事項,鋼筋混凝土造,104年5月27日,013,
RPOOMLKLKHMFFBA86CA,2,16.58,見其他登記事項,鋼筋混凝土造,104年5月27日,013,
RPSNMLLJLHMFFBA17CA,30,94.24,商業用,鋼筋混凝土造,76年1月17日,009,二層
RPSNMLLJLHMFFBA17CA,30,11.17,共有部分,鋼筋混凝土造,76年1月17日,009,
RPWNMLNJLHMFFBA77CA,,35.01,住家用,鋼筋混凝土造,,004,三層
RPTNMLQJLHMFFBA77CA,1,33.96,住家用,見其他登記事項,105年3月31日,026,二十二層
RPTNMLQJLHMFFBA77CA,1,51.46,見其他登記事項,見其他登記事項,105年3月31日,026,
RPTNMLQJLHMFFBA77CA,1,1.38,見其他登記事項,見其他登記事項,105年3月31日,026,一層 二層
RPTNMLQJLHMFFBA77CA,1,.57,見其他登記事項,見其他登記事項,105年3月31日,026,
RPVOMLLLKHMFFEA97CA,3,44.42,見其他登記事項,鋼筋混凝土造,102年11月29日,014,四層
RPVOMLLLKHMFFEA97CA,3,8.40,見其他登記事項,鋼筋混凝土造,102年11月29日,014,
RPVOMLLLKHMFFEA97CA,3,12.60,見其他登記事項,鋼筋混凝土造,102年11月29日,014,
RPOOMLMLKHMFFEA37CA,9,7.25,停車空間,鋼筋混凝土造,97年5月2日,013,地下二層
RPOOMLMLKHMFFEA37CA,9,23.21,共有部分,鋼筋混凝土造,97年5月2日,013,
RPOOMLMLKHMFFEA37CA,9,.01,共有部分,鋼筋混凝土造,97年5月2日,013,
RPOOMLMLKHMFFEA37CA,9,4.77,共有部分,鋼筋混凝土造,97年5月2日,013,
RPQOMLMLKHMFFEA57CA,43,13.17,住家用,鋼筋混凝土造,62年12月19日,004,四層
RPVOMLLJLHMFFEA87CA,44,97.54,住家用,加強磚造,62年5月8日,003,二層
RPTPMLNLKHMFFDA97CA,,76.81,,鋼筋混凝土造,,004,二層 陽台
RPUOMLLJLHMFFDA67CA,5,75.97,住家用,鋼筋混凝土造,101年3月14日,011,十層
RPUOMLLJLHMFFDA67CA,5,22.69,見其他登記事項,鋼筋混凝土造,101年3月14日,011,
RPUOMLLJLHMFFDA67CA,5,31.42,見其他登記事項,鋼筋混凝土造,101年3月14日,011,
RPVNMLRLLHMFFDA48CA,33,55.58,商業用,鋼筋混凝土造,73年6月15日,012,三層
RPVNMLRLLHMFFDA48CA,33,11.85,共有部分,鋼筋混凝土造,73年6月15日,012,
RPPPMLKLKHMFFCA27DA,17,85.06,住家用,鋼筋混凝土造,88年7月6日,009,七層
RPPPMLKLKHMFFCA27DA,17,38.39,共有部分,鋼筋混凝土造,88年7月6日,009,
RPVOMLSKKHMFFCA48DA,,39.26,住家用,鋼筋混凝土造,105年8月25日,005,三層
RPVOMLSKKHMFFCA48DA,,34.22,見其他登記事項,鋼筋混凝土造,105年8月25日,005,
RPQNMLTKKHMFFCA97DA,33,91.57,住家用,鋼筋混凝土造,73年1月23日,005,四層
RPQNMLTKKHMFFCA97DA,33,8.19,共有部分,鋼筋混凝土造,73年1月23日,005,
RPXOMLMLKHMFFCA18DA,19,63.50,住家用,鋼筋混凝土造,86年12月1日,009,六層
RPXOMLMLKHMFFCA18DA,19,10.05,共有部分,鋼筋混凝土造,86年12月1日,009,
RPXOMLMLKHMFFCA18DA,19,27.92,共有部分,鋼筋混凝土造,86年12月1日,009,
RPXOMLMLKHMFFCA18DA,19,2.52,共有部分,鋼筋混凝土造,86年12月1日,009,
RPXOMLMLKHMFFCA18DA,19,8.86,共有部分,鋼筋混凝土造,86年12月1日,009,
RPTNMLNKLHMFFAA57DA,18,29.02,住家用,鋼筋混凝土造,87年12月31日,013,十二層
RPTNMLNKLHMFFAA57DA,18,4.01,共有部分,鋼筋混凝土造,87年12月31日,013,
RPTNMLNKLHMFFAA57DA,18,5.28,共有部分,鋼筋混凝土造,87年12月31日,013,
RPXNMLKLKHMFFAA67DA,18,45.70,住家用,鋼筋混凝土造,87年7月31日,011,二層
RPXNMLKLKHMFFAA67DA,18,13.73,共有部分,鋼筋混凝土造,87年7月31日,011,
RPXOMLMJLHMFFFA28CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
RPXOMLMJLHMFFFA28CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
RPXOMLMJLHMFFFA28CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
SPXOMLMJLHMFFFA38CA,27,36.73,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
SPXOMLMJLHMFFFA38CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
SPXOMLMJLHMFFFA38CA,27,3.35,共有部分,鋼筋混凝土造,78年8月10日,025,
TPXOMLMJLHMFFFA48CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
TPXOMLMJLHMFFFA48CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
TPXOMLMJLHMFFFA48CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
UPXOMLMJLHMFFFA58CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
UPXOMLMJLHMFFFA58CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
UPXOMLMJLHMFFFA58CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
VPXOMLMJLHMFFFA68CA,27,30.61,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
VPXOMLMJLHMFFFA68CA,27,2.33,共有部分,鋼筋混凝土造,78年8月10日,025,
VPXOMLMJLHMFFFA68CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
WPXOMLMJLHMFFFA78CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
WPXOMLMJLHMFFFA78CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
WPXOMLMJLHMFFFA78CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
XPXOMLMJLHMFFFA88CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
XPXOMLMJLHMFFFA88CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
XPXOMLMJLHMFFFA88CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
YPXOMLMJLHMFFFA98CA,27,33.67,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
YPXOMLMJLHMFFFA98CA,27,2.56,共有部分,鋼筋混凝土造,78年8月10日,025,
YPXOMLMJLHMFFFA98CA,27,3.07,共有部分,鋼筋混凝土造,78年8月10日,025,
ZPXOMLMJLHMFFFA09CA,27,36.73,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
ZPXOMLMJLHMFFFA09CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
ZPXOMLMJLHMFFFA09CA,27,3.35,共有部分,鋼筋混凝土造,78年8月10日,025,
QQXOMLMJLHMFFFA28CA,27,30.61,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
QQXOMLMJLHMFFFA28CA,27,2.33,共有部分,鋼筋混凝土造,78年8月10日,025,
QQXOMLMJLHMFFFA28CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
RPOPMLMJLHMFFFA47CA,27,30.61,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
RPOPMLMJLHMFFFA47CA,27,2.33,共有部分,鋼筋混凝土造,78年8月10日,025,
RPOPMLMJLHMFFFA47CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
RPPPMLMJLHMFFFA57CA,27,36.73,停車空間,鋼筋混凝土造,78年8月10日,025,地下二層
RPPPMLMJLHMFFFA57CA,27,2.79,共有部分,鋼筋混凝土造,78年8月10日,025,
RPPPMLMJLHMFFFA57CA,27,3.35,共有部分,鋼筋混凝土造,78年8月10日,025,
RPSOMLOLKHMFFFA08CA,7,.04,見其他登記事項,鋼筋混凝土造,99年5月13日,013,地下一層
RPSOMLOLKHMFFFA08CA,7,45.99,見其他登記事項,鋼筋混凝土造,99年5月13日,013,
RPSOMLOLKHMFFFA08CA,7,.79,見其他登記事項,鋼筋混凝土造,99年5月13日,013,
RPTOMLOLKHMFFFA18CA,7,.04,見其他登記事項,鋼筋混凝土造,99年5月13日,013,地下一層
RPTOMLOLKHMFFFA18CA,7,45.99,見其他登記事項,鋼筋混凝土造,99年5月13日,013,
RPTOMLOLKHMFFFA18CA,7,.79,見其他登記事項,鋼筋混凝土造,99年5月13日,013,
RPUOMLOLKHMFFFA28CA,7,.04,見其他登記事項,鋼筋混凝土造,99年5月13日,013,地下一層
RPUOMLOLKHMFFFA28CA,7,45.99,見其他登記事項,鋼筋混凝土造,99年5月13日,013,
RPUOMLOLKHMFFFA28CA,7,.79,見其他登記事項,鋼筋混凝土造,99年5月13日,013,
RPPNMLPLKHMFFFA77CA,,172.09,住家用,鋼筋混凝土造,,007,五層
RPPNMLPLKHMFFFA77CA,,6.95,共有部分,鋼筋混凝土造,,007,
RPVOMLMJLHMFFFA08CA,17,82.77,住家用,鋼筋混凝土造,89年1月26日,007,六層
RPVOMLMJLHMFFFA08CA,17,68.13,共有部分,鋼筋混凝土造,89年1月26日,008,
RPTOMLKLKHMFFFA77CA,36,116.24,住家用,鋼筋混凝土造,69年11月3日,005,二層
RPRNMLMJLHMFFFA57CA,34,53.78,住家用,鋼筋混凝土造,71年11月6日,015,十二層
RPRNMLMJLHMFFFA57CA,34,9.61,共有部分,鋼筋混凝土造,71年11月6日,015,
RPRNMLNLKHMFFFA77CA,22,103.60,商業用,鋼筋混凝土造,83年6月9日,011,三層
RPRNMLNLKHMFFFA77CA,22,19.76,共有部分,鋼筋混凝土造,83年6月9日,011,
RPRNMLNLKHMFFFA77CA,22,14.53,共有部分,鋼筋混凝土造,83年6月9日,011,
RPSOMLQJLHMFFFA18CA,29,57.24,見其他登記事項,鋼筋混凝土造,77年6月1日,012,六層
RPSOMLQJLHMFFFA18CA,29,4.81,共有部分,鋼筋混凝土造,77年6月1日,012,
RPSOMLQJLHMFFFA18CA,29,15.17,共有部分,鋼筋混凝土造,77年6月1日,012,
RPRNMLKLLHMFFFA57CA,5,176.92,住家用,鋼筋混凝土造,100年11月30日,013,四層
RPRNMLKLLHMFFFA57CA,5,43.36,見其他登記事項,鋼筋混凝土造,100年11月30日,013,
RPRNMLKLLHMFFFA57CA,5,32.43,見其他登記事項,鋼筋混凝土造,100年11月30日,013,
RPRNMLKLLHMFFFA57CA,5,116.70,見其他登記事項,鋼筋混凝土造,100年11月30日,013,
RPUNMLNLKHMFFAA67DA,,5.83,住家用,鋼筋混凝土造,,004,四層
RPXNMLOLKHMFFAA08DA,25,47.83,商業用,鋼筋混凝土造,81年5月14日,012,八層
RPXNMLOLKHMFFAA08DA,25,11.02,共有部分,鋼筋混凝土造,81年5月14日,012,
RPVNMLKKLHMFFBA57DA,,2.87,見其他登記事項,磚造,,002,一層 二層 騎樓
RPVOMLMLKHMFFCA97DA,33,9.45,共有部分,鋼筋混凝土造,73年7月6日,005,
RPVOMLMLKHMFFCA97DA,33,81.41,住家用,鋼筋混凝土造,73年7月6日,005,四層
RPTNMLMJLHMFFDA57CA,,148.93,住家用,鋼筋混凝土造,,007,二層
RPTNMLMJLHMFFDA57CA,,22.94,共有部分,鋼筋混凝土造,,007,
RPOOMLNLKHMFFDA37CA,,92.94,住商用,鋼筋混凝土造,,005,一層 通道
RPPOMLNLKHMFFDA47CA,,92.94,住商用,鋼筋混凝土造,,005,一層 通道
RPXOMLLJLHMFFEA08CA,16,63.97,住家用,鋼筋混凝土造,89年8月9日,012,十一層
RPXOMLLJLHMFFEA08CA,16,17.36,共有部分,鋼筋混凝土造,89年8月9日,012,
RPUNMLMLKHMFFEA87CA,40,60.36,住家用,鋼筋混凝土造,65年9月7日,007,五層 陽台
RPTOMLLJLHMFFEA67CA,23,65.41,住家用,鋼筋混凝土造,82年12月24日,014,三層
RPTOMLLJLHMFFEA67CA,23,16.80,共有部分,鋼筋混凝土造,82年12月24日,014,
RPSNMLLJLHMFFEA47CA,,8.28,住家用,加強磚造,,,一層
RPOOMLOLKHMFFEA57CA,41,41.76,住家用,鋼筋混凝土造,64年10月22日,004,四層 陽台
RPTOMLRJLHMFFEA28CA,1,34.60,住家用,鋼筋混凝土造,105年6月2日,007,四層
RPTOMLRJLHMFFEA28CA,1,8.48,見其他登記事項,鋼筋混凝土造,105年6月2日,007,
RPTOMLRJLHMFFEA28CA,1,13.92,見其他登記事項,鋼筋混凝土造,105年6月2日,007,
RPVOMLRJLHMFFEA48CA,1,34.60,住家用,鋼筋混凝土造,105年6月2日,007,六層
RPVOMLRJLHMFFEA48CA,1,8.48,見其他登記事項,鋼筋混凝土造,105年6月2日,007,
RPVOMLRJLHMFFEA48CA,1,13.92,見其他登記事項,鋼筋混凝土造,105年6月2日,007,
RPPPMLNKLHMFFEA67CA,33,89.18,住家用,鋼筋混凝土造,73年3月26日,005,三層
RPPPMLNKLHMFFEA67CA,33,15.77,共有部分,鋼筋混凝土造,73年3月26日,005,
RPVOMLKLKHMFFEA87CA,39,86.53,住家用,鋼筋混凝土造,66年8月16日,004,三層
RPXOMLKLKHMFFEA08CA,15,39.54,住家用,鋼筋混凝土造,90年11月1日,014,十三層
RPXOMLKLKHMFFEA08CA,15,21.86,共有部分,鋼筋混凝土造,90年11月1日,014,
RPXOMLKLKHMFFEA08CA,15,6.16,共有部分,鋼筋混凝土造,90年11月1日,014,
RPXOMLKLKHMFFEA08CA,15,4.74,共有部分,鋼筋混凝土造,90年11月1日,014,
RPPNMLLLKHMFFEA27CA,40,114.74,住家用,鋼筋混凝土造,66年2月9日,004,四層
RPQNMLLLKHMFFEA37CA,2,103.03,住家用,鋼筋混凝土造,104年8月7日,007,六層
RPQNMLLLKHMFFEA37CA,2,42.75,見其他登記事項,鋼筋混凝土造,104年8月7日,007,
RPQNMLLLKHMFFEA37CA,2,14.47,見其他登記事項,鋼筋混凝土造,104年8月7日,007,
RPRNMLLLKHMFFEA47CA,38,70.07,住家用,鋼筋混凝土造,67年8月28日,007,五層
RPQQMLNJLHMFFBA47CA,4,99.01,住家用,鋼筋混凝土造,102年7月2日,014,十二層
RPQQMLNJLHMFFBA47CA,4,60.85,見其他登記事項,鋼筋混凝土造,102年7月2日,014,
RPTNMLLJLHMFFBA27CA,40,160.00,住家用,鋼筋混凝土造,66年4月8日,005,四層
RPUNMLNJLHMFFBA57CA,,59.84,住家用,鋼筋混凝土造,,012,七層
RPROMLKLKHMFFBA17CA,,121.70,住家用,加強磚造,,004,二層
RPQNMLNLKHMFFAA17CA,,75.31,住家用,鋼筋混凝土造,,005,五層
RPQNMLNLKHMFFAA17CA,,7.25,共有部分,鋼筋混凝土造,,005,
RPQNMLLLKHMFFAA96CA,17,33.19,見使用執照,鋼筋混凝土造,89年6月26日,010,
RPRNMLLLKHMFFAA07CA,17,33.19,見使用執照,鋼筋混凝土造,89年6月26日,010,
RPROMLLLKHMFFAA17CA,32,114.49,住家用,鋼筋混凝土造,73年8月30日,005,一層
RPROMLLLKHMFFAA17CA,32,14.77,共有部分,鋼筋混凝土造,73年8月30日,005,
RPUOMLLLKHMFFAA47CA,46,85.71,住家用,鋼筋混凝土造,60年2月28日,005,二層
RPPOMLQJLHMFFAA37CA,20,52.72,住家用,鋼筋混凝土造,85年12月18日,008,三層 四層
RPPOMLQJLHMFFAA37CA,20,24.76,見使用執照,鋼筋混凝土造,85年12月18日,008,地下二層
RPPOMLQJLHMFFAA37CA,20,2.05,共有部分,鋼筋混凝土造,85年12月18日,008,
RPPOMLQJLHMFFAA37CA,20,1.34,共有部分,鋼筋混凝土造,85年12月18日,008,
RPPOMLQJLHMFFAA37CA,20,5.80,共有部分,鋼筋混凝土造,85年12月18日,008,
RPPOMLQJLHMFFAA37CA,20,12.22,共有部分,鋼筋混凝土造,85年12月18日,008,
RPTNMLOKLHMFFAA57CA,4,19.23,住家用,鋼筋混凝土造,102年2月5日,005,一層
RPTNMLOKLHMFFAA57CA,4,70.49,見其他登記事項,鋼筋混凝土造,102年2月5日,005,
RPVNMLOLKHMFFAA77CA,23,44.43,見使用執照,鋼筋混凝土造,83年4月15日,007,地下一層 地下二層
RPVNMLOLKHMFFAA77CA,23,11.89,見使用執照,鋼筋混凝土造,83年4月15日,007,
RPVNMLOLKHMFFAA77CA,23,95.16,住家用,鋼筋混凝土造,83年4月15日,006,六層
RPTNMLPKLHMFFCA87CA,40,105.24,住家用,鋼筋混凝土造,66年4月6日,008,八層
RPOOMLKLKHMFFDA07CA,,103.61,住家用,鋼筋混凝土造,,005,一層
RPTNMLLLKHMFFDA57CA,39,19.53,共有部分,鋼筋混凝土造,67年3月30日,007,
RPTNMLLLKHMFFDA57CA,39,105.65,住家用,鋼筋混凝土造,67年3月30日,007,三層
RPTOMLLJLHMFFCA47CA,9,34.59,住家用,鋼筋混凝土造,96年10月2日,012,四層
RPTOMLLJLHMFFCA47CA,9,15.94,共有部分,鋼筋混凝土造,96年10月2日,012,
RPUPMLKKLHMFFCA67CA,15,529.11,工業用,鋼筋混凝土造,90年11月13日,007,一層
RPUPMLKKLHMFFCA67CA,15,581.64,工業用,鋼筋混凝土造,90年11月13日,007,六層
RPUPMLKKLHMFFCA67CA,15,247.31,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,409.51,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,165.58,工業用,鋼筋混凝土造,90年11月13日,007,七層
RPUPMLKKLHMFFCA67CA,15,247.31,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,187.22,工業用,鋼筋混凝土造,90年11月13日,007,一層
RPUPMLKKLHMFFCA67CA,15,200.95,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,164.87,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,724.24,工業用,鋼筋混凝土造,90年11月13日,007,二層
RPUPMLKKLHMFFCA67CA,15,372.36,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,2137.35,工業用,鋼筋混凝土造,90年11月13日,007,三層 四層 五層
RPUPMLKKLHMFFCA67CA,15,82.44,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,131.83,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,247.31,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,509.67,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,2926.47,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUPMLKKLHMFFCA67CA,15,1420.33,見其他登記事項,鋼筋混凝土造,90年11月13日,007,
RPUOMLNLKHMFFCA87CA,3,129.57,住家用,鋼筋混凝土造,102年11月28日,010,三層
RPUOMLNLKHMFFCA87CA,3,31.71,見其他登記事項,鋼筋混凝土造,102年11月28日,010,
RPUOMLNLKHMFFCA87CA,3,37.17,見其他登記事項,鋼筋混凝土造,102年11月28日,010,
RPUOMLNLKHMFFCA87CA,3,.22,見其他登記事項,鋼筋混凝土造,102年11月28日,010,一層
RPUOMLNLKHMFFCA87CA,3,.06,見其他登記事項,鋼筋混凝土造,102年11月28日,010,
RPUOMLNLKHMFFCA87CA,3,80.98,見其他登記事項,鋼筋混凝土造,102年11月28日,010,
RPPPMLLLKHMFFCA27CA,39,75.62,住家用,鋼筋混凝土造,67年6月29日,005,五層
RPUOMLMLKHMFFCA77CA,3,373.98,住家用,見其他登記事項,103年5月22日,022,五層
RPUOMLMLKHMFFCA77CA,3,6.16,見其他登記事項,見其他登記事項,103年5月22日,022,
RPUOMLMLKHMFFCA77CA,3,284.10,見其他登記事項,見其他登記事項,103年5月22日,022,
RPPOMLOLKHMFFCA47CA,22,104.21,住家用,鋼筋混凝土造,84年4月1日,014,十四層
RPPOMLOLKHMFFCA47CA,22,11.75,共有部分,鋼筋混凝土造,84年4月1日,015,
RPPOMLOLKHMFFCA47CA,22,31.49,停車空間,鋼筋混凝土造,84年4月1日,015,地下二層
RPPOMLOLKHMFFCA47CA,22,.20,共有部分,鋼筋混凝土造,84年4月1日,015,
RPVOMLNLLHMFFBA97CA,28,91.28,住家用,鋼筋混凝土造,78年4月6日,012,十一層
RPVOMLNLLHMFFBA97CA,28,12.73,共有部分,鋼筋混凝土造,78年4月6日,012,
RPVOMLNLLHMFFBA97CA,28,84.38,住家用,鋼筋混凝土造,78年4月6日,012,十一層
RPVOMLNLLHMFFBA97CA,28,11.32,共有部分,鋼筋混凝土造,78年4月6日,012,
RPRNMLMLKHMFFCA37CA,25,125.31,住家用,鋼筋混凝土造,81年6月22日,006,四層
RPRNMLMLKHMFFCA37CA,25,13.26,共有部分,鋼筋混凝土造,81年6月22日,006,
RPSNMLMLKHMFFCA47CA,7,31.47,住家用,鋼筋混凝土造,99年3月18日,013,三層
RPSNMLMLKHMFFCA47CA,7,15.25,見其他登記事項,鋼筋混凝土造,99年3月18日,013,
RPSNMLMLKHMFFCA47CA,7,.25,見其他登記事項,鋼筋混凝土造,99年3月18日,013,
RPSNMLMLKHMFFCA47CA,7,.62,見其他登記事項,鋼筋混凝土造,99年3月18日,013,
RPTNMLMLKHMFFCA57CA,39,22.72,商業用,鋼筋混凝土造,67年3月27日,006,六層
RPSQMLKLKHMFFCA57CA,32,45.12,住家用,鋼筋混凝土造,73年12月14日,012,三層
RPSQMLKLKHMFFCA57CA,32,6.88,共有部分,鋼筋混凝土造,73年12月14日,012,
RPPNMLLLKHMFFCA07CA,22,118.25,住家用,鋼筋混凝土造,83年8月26日,005,一層 地下一層
